author,content
精分的曹小灵,美食届流传着这样一句话螺蛳粉只要吃过三次没有不上瘾的对于发源地的柳州老百姓来说叫做宁可食无肉不可无螺蛳粉地道的螺蛳粉都会有一股浓浓的奇葩的臭味这股臭味来源于螺蛳粉里的酸笋它是新鲜笋经工艺发酵后酸化而成的吕氏春秋本味篇就提出过臭恶犹美皆有所以当年秦始皇挂了李斯和赵高就是在副车上放满了腌鱼来掩盖尸臭可以想象那时候吃的腌鱼和腐烂的肉是一个味道一般老外退避三舍的东西我就知道一定要文化积淀的人才能欣赏到螺蛳粉的内涵什么叫做香而不腐闻之开胃想之垂涎吃之打滚什么叫做清而不淡麻而不辣辣而不火香而不腻螺蛳粉现在火的一塌糊涂但是螺蛳粉到底是怎么来的是众说纷纭说法一年代中解放南路有一家兼营干切粉的杂货店里有个清苦但是爱学习的店员店员在早上九点左右学习完后会拿上一把干切粉到隔壁的阿婆螺蛳摊求点螺丝汤水来煮粉卖螺蛳的王记阿婆觉得此粉的味道非常不错就卖起了螺蛳粉故事里面有好心的阿婆爱学习的店员涉及企业资产流失流传的很广说法二文革结束后商贸开始复苏谷埠街菜市成为柳州市内生螺批发的最大集散地附近工人电影院的观众散场后又会在附近逛形成谷埠街夜市柳州人素来嗜吃螺蛳和米粉有一位夜市老板就同时经营煮螺和米粉的生意人们又喜欢加入油水甚多的螺蛳汤与米粉一同享用形成了螺蛳粉的雏形故事里面有压抑时期后的活力有最早的夜市有头脑灵活的老板也很不差说法三年代初期的一天深夜几位外地客商赶到柳州到了一家快要打烊的米粉摊点但用作配米粉吃的骨头汤已经没有了只剩一锅煮螺剩下的螺蛳汤摊主就把米粉放到螺蛳汤里煮加上青菜以及花生等配菜几个外地人吃后大呼好吃摊主后来再逐步完善其配料和制作形成了现在螺蛳粉的雏形故事里面有无心插柳的创意有神秘的客商非常有传奇色彩当然这种考古如果不拉入一个文化名人是对不起螺蛳粉作为非物质文化遗产名录一员的牌面的有传说是螺蛳粉是柳宗元的救命粉当年柳宗元被贬官来到广西柳州任刺由于心情不好加上水土不服不思饮食身体欠缺医生不知所措时任府中大厨师的周万福也十分焦急一天他到柳江边洗菜时随手捡回几个螺丝刚精心只做好一碗螺蛳粉柳宗元非常喜欢而且食欲大增从而柳州的螺蛳粉历时千年旺销不衰唐朝的事情太远了到了最近疫情期间大家都化身中华小当家的时候螺蛳粉厉害了微博上每天催单子根据年初柳州市商务局公布的数据柳州螺蛳粉年以来预包装螺蛳粉销售收入年均增长率达基本算是每年翻一番打铁还需要自身硬螺蛳粉还要有够臭当然说到底那也是因为虽然闻着臭但是吃着香啊
悦星,真香系列记得那年在珠海有条街不知道有多少家螺丝粉店因为那时候讨厌螺丝粉所以没注意不知道是螺丝粉臭很讨厌那条街每次都快步走后来一个姐姐带我出去玩吃了那个臭臭的螺丝粉我才知道原来是螺丝粉臭她还问我要不要笑话唯恐避之不及好吧但看她吃那么香我还是不为所动可是她吃的香的那模样还有螺丝粉诱人的红油一直在脑海挥之不去因为我喜欢吃辣的后来一年后和那个姐姐分开后忘记什么机缘巧合的事情自己去尝试了螺丝粉我滴天啊什么神仙粉啊简直欲罢不能越臭越香嗝过瘾
博食记,好吃螺蛳粉属于那种吃了让你忘不掉的体验为啥前天第一次煮螺蛳粉当时发了个朋友圈然而它的魅力还没有展示出来第二天哈哈哈知道螺蛳粉的魅力了吗吃一次好几天都是它味道放在众多的粉类螺蛳粉的身份就像是乐器中的唢呐那螺蛳粉怎么臭为什么还有那么多人喜欢吃螺蛳粉是广西壮族自治区柳州市的小吃米粉具有辣爽鲜酸烫的独特风味是柳州最具地方特色的名小吃螺蛳粉的味美还因为它有着独特的汤料汤料由螺蛳山奈八角肉桂丁香多种辣椒等天然香料和味素配制而成年月日柳州螺蛳粉获得国家地理标志商标年柳州螺蛳粉手工制作技艺入选广西壮族自治区第二批非物质文化遗产名录螺蛳粉的精髓来自汤原汁原味的螺蛳筒骨汤地道的柳州老城的味道猪筒骨螺蛳粉真材实料味香辛秘料长达小时的熬制爽口劲道的米粉加上独特的酸笋花生油炸腐竹香醋酸豆角木耳辣椒油等配料丰富的配料形成了其独有的酸辣鲜爽的特点俘获众多粉丝的新是一个明星大腕喜欢平民百姓热爱的网红美食螺蛳粉酥脆的腐竹滑爽的米粉红亮的辣油迷人的酸笋还有能把你熟睡中的室友唤醒的味道弹农家陈米调制精致的手工米粉弹爽滑劲道爽口混汤而食一嗦入口精神抖擞酸螺蛳粉的酸是美味的灵魂所在其中入口酸爽脆嫩无比的酸笋腌酸酸豆角等配料的酸和螺蛳粉的辣相宜得章让酸和辣完美结合碰撞出美味的火花辣螺蛳粉的辣油它不只是将辣椒放在油中熬制而是在其中加入了各种香料等等一系列配料熬制出来的最后呈现的不仅仅是辣椒的味道还有香气扑鼻的浓郁香味浓汤就着粉嗦得鲜爽一口鲜汤一口粉浓郁爽口真的很过瘾鲜螺蛳粉的汤料是由新鲜田螺药材天然香料等民间秘方熬制而成鲜美浓厚的同时拥有螺蛳特别的美味而独具地方特色成品里面即使没有螺肉吃起来也有一股田螺的鲜香味达到了无螺甚有螺的美味体验闻起来臭吃起来香吃一口便是魂穿了柳州一口足以让你爱上它快分钟享受柳州风味忙碌的生活添加一碗螺蛳粉解馋赶走饥饿吸满汤汁腐竹花生等配菜混着飘着红油的汤一口咕噜而下先是酸辣躺过一遍舌尖之后便是满嘴的鲜味加班宵夜嘴馋来一碗香螺蛳粉的汤底是采用鲜螺数十种天然香料秘制中药材配方经大火熬制小时熬制到最后所有的螺蛳精华都留在了汤里所以熬制后的螺肉就舍弃了只用汤来做螺蛳粉的汤料才造就一碗鲜香的螺蛳汤底还可以自己动手配上鸭脚肉青菜等吃一碗豪华版的螺蛳粉吃起来更享受更嗨更过瘾食用指南螺蛳粉的料包真的是非常多的那种先煮干米粉先将干米粉凉水下锅煮分钟米粉开始变粗捞出过凉水喜欢吃软一些的朋友可以煮到筷子夹起来快要断开的时候再捞出熬煮汤料另起锅熬煮汤料味料包和菜包先煮腐竹花生最后放大火煮开浓汤转小火后倒入过好凉水的米粉小火焖煮分钟后关火盖盖子让粉吸收汤汁分钟按照口味加配菜最后放入花生包腐竹包醋包辣油包也可以最后再放因为原汤包已经含有一定的辣油熬制最后配上青菜或者鸭脚会更好吃哦注意辣度酸度可根据自己的口味调节对辣油包和醋包适当添加即可这里要特别提醒一下第一次吃的人一定要少放辣椒我本身是一个能吃中辣的人那天就放了四分之一左右本想的微辣就可以了结果我错了那天的菊花别样的红然后就可以得到一份臭喷喷的螺蛳粉啦最后给大家推荐一款螺蛳粉知友特惠仅限一天祝大家双节快乐感谢点个赞
药不能停,但凡说到吃就得因人而异螺蛳粉和臭豆腐一样属于比较受争议的美食原因无他就是气味有的人觉得它香有的人觉得它臭有的人觉得它吃起来香闻起来臭有的人觉得它都香这就是差异我说螺蛳粉好吃可到你这真的就好吃吗我曾经到舟山的一处民宿做义工让妈妈送了一箱袋装螺蛳粉来当地人吃不了辣都是海鲜清淡为主做海鲜别想着像平时我们在烧烤摊吃的生蚝放蒜蓉辣椒他们就是煮了沥水放盐就这么简单我让后厨阿姨帮弄了袋装螺蛳粉她闻得臭嫌弃半死大家吃起来也没说好吃这就是口味不一样你认为山珍海味的东西可能在别人面前很因为他们的味蕾从始至终都适应清淡无法接受重口辛辣的食物但是口味即使有区别也不能以偏概全就说螺蛳粉的市场影响力销量来讲为什么它能有这么大影响能多次惊动央视微博上成为热搜常客因为大部分人喜欢吃觉得它好吃这里要推荐的还是找个时间到柳州吃螺蛳粉因为堂食的和袋装的味道差得不止一个次元哦
mmenu,真的好吃仅代表个人以及我的个室友我妈我是安徽人但是大学室友是广西人从一开始觉得螺蛳粉气味奇怪到真香我大概经历了一个学期本来整个宿舍只有她一个人吃螺蛳粉的我们也是因为渐渐习惯了这个奇奇怪怪的气味才决定尝试一下然后真香了那一年螺蛳粉在网上还不是那么流行那么火我们是真心觉得好吃后来隔壁寝也被安利到了总共吃过好欢螺柳江人家李子柒的螺蛳粉都挺好吃的回家还给老妈煮了老妈表示好臭啊但是吃起来又是好吃的哈哈哈哈哈如果想尝试螺蛳粉又没啥勇气的建议少放酸笋或者干脆不放酸笋了虽然这是没有灵魂的螺蛳粉
美食视界,有句话是这样说的黄山归来不看岳广西归来不吃粉而排在广西三大米粉的榜首的螺蛳粉真的有网上说的那么好吃吗作为一个嗦过上千碗的螺蛳粉达人来告诉你答案看了题主的描述典型的没有吃过正宗的螺蛳粉所以有这种感觉是再正常不过的那正宗的螺蛳粉是什么味道呢下面让美食视界带大家去一探究竟螺蛳粉的起源据说最传统的螺蛳粉起源于年由来和发明人流传着许多种版本螺蛳粉好吃的关键就在螺蛳汤上当时的老柳州还只兴吃螺蛳和螺蛳菜当第一把米粉放进汤里的那一瞬间一碗酸辣鲜爽烫的螺蛳粉就开启了日后柳州的饮食文化新标签越陈越香的螺蛳汤缸内发酵至少个月以前听说过酒越陈越香但你有听说过螺蛳汤里的卤水料也是越陈越香的吗好的卤水是用种原料熬煮小时而成煮好的卤水不能直接用要让它放在缸里发酵至少个月待卤香味在缸里慢慢流窜这样出来的卤水才是我们的传统老味道独特酸香的陈年米粉有筋道不易断烂螺蛳粉一直不能走出柳州的关键在于粉上外地的螺蛳粉里真正用传统米粉的没几家然而就误导了大家以为那就是柳州的老味道其实不然一碗纯正的柳州螺蛳粉米粉是非常有筋道百煮不烂的粉是用陈年老米制成的经过泡蒸和道挤压的老手艺所以吃起来爽滑有韧性煮久也不易折断很有弹性一碗好的螺蛳粉除了粉和汤外接下来就是配料了螺肉的鲜酸笋的香辣椒的辣和螺蛳汤的烫无疑不是人们对柳州螺蛳粉的认识没有螺蛳的螺蛳粉臭名远扬事实上正宗的螺蛳粉确实是没有螺蛳的但这跟鱼香肉丝不一样螺蛳粉的汤底是用跟香料爆炒过的螺蛳跟猪骨熬煮而成所以才叫螺蛳粉螺蛳粉的气味就是它的准入门槛很多人都捂着鼻子绕道走这股需要捏着鼻子接受的味道来自于酸笋酸笋是经过发酵的笋在螺蛳汤烫过之后散发出特别的香味比榴莲的攻击力还强简直能绕梁三日不是我吹外地想吃上一碗正宗的螺蛳粉确实比较困难也正因为如此很多人都觉得螺蛳粉名不副实其实也可以理解又有多少人能够为了一碗粉特意跑到一座城市呢
墨墨墨秋,谢邀我觉得这个东西因人而异的就像北方人吃的豆汁儿啥的南方人第一次吃不见得喜欢北方人吃螺蛳粉桂林米粉也不见得喜欢在广东的话能吃到比较正宗的可能性还是蛮大的建议试一下爱民螺蛳粉螺公堂这种连锁店因为这些大一点的连锁店好歹不是特别正宗但是味道还是蛮接近的我听说蛮多人推荐爱民螺蛳粉因为味道比较接近但是就算是连锁店味道也不一定是一样的有的连锁店真的做的特别好有的比较菜如果真的想试试建议多吃几家觉得螺蛳粉味道很大可以不要加酸笋吃不了狠辣就点不要辣因为螺蛳粉就算是不辣也带有辣味的而且每家店对微辣的概念都有不一样的定义建议每次吃都吃不辣就好最后每个人的口味和爱好不一样萝卜白菜各有所爱不用有热门的东西不好吃就很奇怪这样的想法
孙舞阳,我真的觉得螺蛳粉好吃并且这玩意儿还会上瘾隔几天就想吃隔几天就想吃而且我发现每个城市的螺蛳粉味道都不太一样我是广西的比较习惯吃广西广东两个地方的螺蛳粉我是说在店内消费目前吃到的都喜欢其他有些地方螺蛳粉我真的味道配料奇奇怪怪地名我就不说了可能我找不到好吃的店家不过我发现网上有些螺蛳粉买的味道也可然后再次强调我真的觉得螺蛳粉好吃
过路风筝,喜欢就喜欢不喜欢就不喜欢不要奇怪别人为什么觉得它好吃因为人家也奇怪为什么你觉得它不好吃深圳俺不懂广州的话大学城的那家还不错
地瓜,记得有一次室友买了螺蛳粉在家煮着吃我说这什么东西散发的味道比厕所还臭就捂着鼻子赶紧进了房间把门关上等到煮好了我朋友让我尝一根她说特别好吃我很抗拒的说不吃在她的各种劝说下我尝试了第一根有一就有二有二就有三我吃了一根又一根最后感叹螺蛳粉是什么神仙食物太好吃了吧楼下最近开了家螺蛳粉每次我下午不知道吃什么饭的时候就去了她家人爆满螺蛳粉不好吃吗不好吃为什么晚上九点多还有那么多人排队等着点菜呢
