author,content
股尾 前科,按照我们车间下发的处理流程发现人员侵限必须立即采取非常停车措施无论调速手柄在任何级位必须先撂非常不能先鸣笛闪灯退级不能撂常用制动最大减压量必须撂非常否则回来分析定司机责任顺便说说相撞后处理流程停车后先三呼一应并使用列车无线调度通信设备向就近车站报告相撞概况报告内容为发生相撞的时间停车地点机车号车次司机姓名副司机随乘司机到达现场后只负责把人员移出限界外并拍照取证在机后几位的车号必须把线路上清理干净以免后续列车发现异物停车向车站汇报时只汇报现场人员状况就是人员粉身碎骨也不能说已死亡只有能判断人员伤或亡如车站问是否需要回答按你的处置流程办理顺便说一下接到前方有闲杂人员信息的通知未采取降速措施的每件考核元并且如果在通知的地点之前哪怕只早那么米撞上了那妥妥定你责任反之如果在通知地点之后相撞并且你处置正确基本上不会有你啥事
蓝莓子小姐,任何铁路遇上这种情况司机还是会打紧急刹车的而且这样做不是流于形式只要路轨上有任何障碍物列车撞或碾压也会有脱轨的风险而很明显地车速越快脱轨与车辆损坏的风险也会大幅上升所以只要司机看到前方路轨有东西无论是人或动物是木头还是沙石是闯入道口的小汽车或是大货车第一件事情要做的就是马上紧急刹车就算遇上的是人无论最后能否救到人总之减到越慢越好到达零就最好你或者会问列车不是有排障器的吗没错排障器可以在某一程度上排除障碍路轨的东西但这也不是万能的如果车速过高排障器也会有被撞毁的可能特别是地铁的场合车头的排障器只是设计来在低速例如左右排除障碍
老年性CACZ,无论什么车前方有人不能确认可以避让时都要在保证车辆不会失控情况下刹车火车有轨道又不会失控这是一种态度尊重生命的态度就像拜祭亡者无论拜祭还是刨坟亡者不会多一分不会少一分不会乐一分不会悲一分但是我们该拜祭还是拜祭更不会轻易刨坟
猫屎丸,我舅老火车司机聊过这个问题他那个年代也就十多年前撞人撞物猫狗不算了必须紧急停车上报事故事后会根据刹车距离调查判断当时是否有离岗睡岗走神如果没有司机无责如果有根据考核制度进行罚款元是的罚元仅此不过我觉得很合理然后讲了一堆亲身经历的案例有一次撞死一个老太太抱歉我都记不清了
宁静致远,我读初中时亲眼见过这样一场事故我家在西南一个小镇小镇有火车站在火车没有大规模提速前很多车次都会停靠这个小镇的生活区被铁道线路分为山上山下说是山其实就像重庆城区那样而已我们的中学就在山上我家就在山上靠铁路的一栋楼趴在阳台上就可以清楚地看见火车站那时间还没修地下通道大家上山下山就从铁路穿行由于是个小车站线路不多跟过马路一样穿之前看好两边的车问题不大这么多年大家就这么过了从不觉得有问题这天中午吃完午饭我又趴在阳台上看来来去去的车和人想看到熟悉的同学一般我看到要好的同学穿铁路就会算一下时间下楼去跟她们汇合一起往学校走这一幕就这么清楚地发生了一辆刚起步的货车缓缓开来万万没想到一个男孩子没停下脚步想赶在货车前穿过去货车速度已经上来了他没赶过去在跨过铁轨的一瞬间砰地一声飞出去了画面感就是这么强飞出去了我都能看到一大摊血我一声惊呼同时听见货车激烈的刹车声开出数米远后停了下来之后我去上学了不知道后续怎么处理的整个下午学校都在说这件事据说这是个刚上初中的男孩家在周边平时住校今天他爸爸来看他中午在镇上的饭馆吃饭去了我看见那时候是吃完饭回学校上学他爸爸做梦也没想到出事了高中时我的学校和我的家都搬到山下了再也没穿过这个铁轨上大学后离开了大学毕业后更是很少回去听说地下通道终于修好了那个生命如花般绽放的男孩子再也看不到了
疯死沃,其实道理很简单撞到人你要不要报警即使你完全无责在当今文明社会撞人了拍拍屁股就走真的是被允许的吗那么要报警你要不要汇报现场情况不停车怎么报告现场不刹车怎么停车其实很容易想出答案的对吧
天塩中川,曾经有过司机撞了人没发现也没停车挂着尸体进北京站的事求站台上接车值班员的心理阴影面积冬天进北京站点多车灯的状态下沿途通过站的车站值班员是看不到的但北京站进站速度低一览无余
丶飞飞,刹车是必须刹车的刹不住也是肯定刹不住的但是你不能保证撞上人之后列车是否会脱轨或者有其他影响列车安全行驶的损伤所以必须第一时间紧急制动停车检查列车情况后再放行
时光之末,司机会按规章一把顶到紧急制动位俗称撂非常但是一般没用看得清的时候已经是一两百米外对司机而言已经是眼巴前了而人体在面对几百几千吨的火车时非常脆弱能留个全尸算司机手下留情更长见的是各种零件纷飞这也是自十几年前开始全国路网拼命加护栏的重要原因
老菜,早年内部不成文只要你有了刹车动作司机不承担责任所以该刹还是刹不然要被处分的
