author,content
张华,媒体美国已经对谷歌开展反垄断调查欧盟已经对谷歌开展反垄断调查传闻中国要对谷歌开展反垄断调查高华中国有什么资格调查谷歌媒体看我就知道没人关心美国和欧盟的调查中国以前国内没什么反垄断更侧重的是不正常竞争比如合谋价格捆绑销售之类但是要留意的是今年月反垄断法征求意见稿的新二十一条特地指出认定互联网领域经营者具有市场支配地位还应当考虑网络效应规模经济锁定效应掌握和处理相关数据的能力等因素这条修改意见基本把各自领域的巨头公司都框进去了我们再反过来看第二十条禁止具有市场支配地位的经营者从事下列滥用市场支配地位的行为一以不公平的高价销售商品或者以不公平的低价购买商品二没有正当理由以低于成本的价格销售商品三没有正当理由拒绝与交易相对人进行交易四没有正当理由限定交易相对人只能与其进行交易或者只能与其指定的经营者进行交易五没有正当理由搭售商品或者在交易时附加其他不合理的交易条件六没有正当理由对交易相对人在交易价格等交易条件上实行差别待遇七国务院反垄断执法机构认定的其他滥用市场支配地位的行为按照法条文本上述行为对普通市场主体是允许的但是对于具有市场支配地位的互联网领域经营者就是禁止的
逆转力,中国只不过想和北美欧洲一起加入谷歌的反垄断调查的大军原因和指控已经讲的很清楚了显然美国正在搞的欧洲已经搞成功的我们也想试试至于有人联想鸿蒙的发布时间是不是有点太勉强了
懒人,正常欧萌近几年已经罚了谷歌百亿美元了大部分是因为垄断但是没办法欧萌自身没有互联网科技公司的巨头该用还是得用美国是资本主义国家财团和各大巨头是真的能够影响政策的中国拥有最大的市场要用魔法打败魔法再怎么强烈抗议严正交涉都不如让资本家损失点钱最近家美企起诉美国政府基本上算到头了特朗普伤敌一千自损八百的招数现在看来真的臭当然我觉得特朗普也没想要损失八百就像当年对日本一样不让你干这个就乖乖不干了
海阔天空,一下子炸出好多替谷歌不愤者国与国之间的较量哪有那么多公平正义更多的是用实力说话美国首先发起贸易战搞中国公司中国政府现在要反击对谷歌反垄断调查很正常居然有一大群自诩正义者认为中国政府做错了理由是谷歌在中国没有业务太可笑了谷歌在中国是有不少业务和收入的例如知乎开屏广告就有谷歌并且中国企业走出国门在国际上做生意难道谷歌不涉嫌垄断吗不管是利用的支配地位强断华为的服务打击了华为手机国际业务还是利用谷歌搜索的支配者地位打压降权对华友好的信息放大西方媒体的话语权这都涉嫌垄断和不正当竞争谷歌刚宣布明年开始对应用商店收费提成并只能用谷歌支付通道难道不涉及垄断吗另外当竞争对手所在的政府和企业讲公平正义的时候我们也要坚持公平正义但是当对手只讲立场的时候我们也要讲立场否则就是对我方的不公平
乌托街,首先问题里说得很清楚本次调查有关谷歌利用安卓移动操作系统的优势妨碍竞争并不是主要针对消费者用户方面的指控印象中谷歌经常被反垄断调查光是这两年谷歌被反垄断调查的次数不下去次其中有美国欧盟等国澳洲印度等等以欧盟为例曾经一次的调查结果是指出谷歌在欧洲的移动市场滥用了其主导地位谷歌给安卓设备制造商和网络运营商设置了诸多限制以下为更新有知友私信想着那就再补充点吧作为一家全球数一数二的跨国公司无论是接受美国的反垄断反竞争调查还是接受其他国家的调查这都很正常早在很多年前微软的浏览器利用垄断市场就被欧盟进行过大调查那时候的盖茨还年轻气盛傲娇的很哟然后美国针对谷歌的反垄断调查涉及的业务无非就是搜索应用商店广告以及消费者数据等调查谷歌是否垄断广告技术市场并使用排他性合同维持公司在搜索领域的主导地位另外近日欧盟于今年月日发起了针对苹果的和的两项反垄断调查值得一提的是众多程序开发商加入了抗议苹果税的阵营指责苹果通过封闭的生态系统和守门人的支配地位索取高额的通行费而且这两项指控还是被一家瑞典斯德哥尔摩的流媒体服务商起诉的这里想说明一下近日流出的关于中国准备对谷歌反垄断调查网传是华为提出的这里咱也不清楚消息属不属实不过退一步说即使是我国的一家公司提出的起诉又怎么了这不正常吗欧洲的公司就可以斯普林格经常向欧盟抱怨谷歌我们就不行此消息一出搞不懂怎么这么多来讽刺的最后每次都要说的谷歌在我国的部分业务是其主动退出的没人制裁他笔者身边就有一直从用到的还有就是中国针对谷歌的反垄断调查是首次不过美国意大利等欧盟国家以及印度澳大利亚等已经为我们做出了参考
观察者网,替谷歌鸣不平的朋友看看之前的这个回答吧其实类似内容我们也发过不少了如何评价媒体报道字节跳动同意剥离美国业务这意味着什么观察者网的回答知乎要点摘录复旦大学美国问题专家沈逸老师曾就为什么退出中国等问题作出了解释希拉里克林顿在年提出了互联网自由被认为是和美国四大自由并列的第五大自由用互联网搞信息传播在全球范围内传播民主自由的价值观及用这种东西去撬动别国的政权年她在国务院请人吃了一顿饭这些人中有个人叫他在美国的赫芬顿邮报上写了篇博客标题为脸谱推特油管是外交政策的工具第一段话是昨晚在国务院和希拉里推特的建立者谷歌当时的及纽约大学的一些教授吃了一顿饭他们讨论的内容为怎么样通过互联网向全球各个国家尤其是那种所谓的不民主的国家的老百姓直接地推送信息帮助他们认识这个世界的所谓真相以及推动后续的变革吃完这顿饭后的两周谷歌的总裁以谷歌不再遵守中国大陆内容管理原则为由退出中国大陆市场在这之后一到两周希拉里发表了第一次互联网自由演说自由演说的内容和博客里写到的当时他们当天吃饭讨论出来的要点一模一样谷歌退出中国大陆是美国推互联网自由战略的第一波攻势当时谷歌和希拉里克林顿达成的一个坚定的共识是谷歌一退出把大陆年轻人的情绪一煽动美国政府出面讲你这样把谷歌推出来你的网络管理政策违背了你加入的自由贸易原则形成的巨大压力可以让中国政府把门打开谷歌他们可以重新再回来既不用遵守法律也可以拿到更大的市场份额还能树立一个巨大无比的道德光环结果到现在为止谷歌退出去后就再也没回来然后回到问题本身大家再继续讨论吧
壹观点ONE,相关报道说这次调查申请是去年华为提起的预计在最快月份做出决定来自环球时报年美国制裁之后谷歌就已经停止对华为的服务支持华为接着在海外推出自己的移动服务不排除华为两条腿走路一边推动生态建设一边诉诸法律借助反垄断调查的方式向谷歌施压那么为什么会时隔一年传出这个消息呢我觉得可能有几个原因发起反垄断调查流程可能比较复杂需要考虑因素多所耗时间长结合谷歌的一些动作宣布明年月日之后收取应用抽成回收权限加强安卓系统控制等动作确实有开始利用垄断地位攫取利益的迹象当初谷歌收购安卓时中国商务部加的五年限制到期不排除官方想要给谷歌再加个箍以作限制中美科技斗争白热化最后对谷歌发起反垄断调查我个人是比较赞成的此前欧盟印度都对谷歌发起过发垄断调查我们不能无动于衷也有必要亮亮剑查一查
减紫,根据外媒报道仅仅在年谷歌光光广告收入一项就从大中华区赚取了亿美金的利润合人民币亿亿啊这个数字很多程序员一辈子都赚不到其领头的零头比如某在在美高华程序员大我很好奇他们是怎么铁口直断说什么在中国没有业务嘲讽题目不成立的我好歹也跟谷歌上海办事处打过交道少忽悠我我知道有些人无非纠结谷歌地图搜索那几个中国大陆不能用但是吧微软也有某些产品中国大陆跟谷歌搜索一个待遇比如苹果也有些产品是这样比如音频这俩欧美不少人用吧那要按照他们的逻辑禁了一个等于全部没有这两家也是在中国没有业务这俩例子在西方知名度也不小哟而且谷歌搜索那些在全都不能用中国媒体说谷歌在我这儿有业务要如何美国那边媒体也说谷歌在中国有大笔业务唯独某些壬说不对谷歌在中国没有任何业务那我信谁当然信中美媒体说的一样的咯难道信某些魔怔人的说法当年字节跳动那些企业在美国受调查的时候还一帮人喊身正不怕影子歪不敢接受调查肯定心里有鬼怎么转过头来中国准备对谷歌调查一下就气急败坏了就连肯定查不出毛病都不敢讲要说什么没有业务了敢再双标一点么在中国做生意监管部门就有权查到任何一个国家做生意都是如此因为这是一个合法政府权力之内的事情用某些壬的话讲要是谷歌没问题自然不应该拒绝调查查不出毛病那自然会还谷歌一个清白
施雨,有因必有果回答完毕如何看待谷歌明年开始对应用内购买抽成将会产生哪些影响
千锋软件测试学院,该查还是要查欧盟只是搜索业务就能查你垄断罚你几十亿美国自己本土都开始查你啦我们不跟上怎么能行落水狗落井下石虽然不是好词但用在这也对我们没坏处啊反正欧美都这么做了也没必要装圣人吧在国内虽然封了搜索但很多其他业务还在比如说安卓移动操作系统的优势妨碍竞争你说作为一个世界数一数二的互联网企业要是国家想查你还能查不出你一点猫腻如果司法部真正介入的话垄断的帽子肯定是坐实了的今年被美国的实体名单业务的各种无端黑手就查一下垄断不为过吧当然查有啥好处吗反正没坏处互联网行业去掉一个就有其他企业接手市场这话美国说的在中国是不是也适用答案是肯定的现在能反制的要果断下手再说了中国是讲法制的可不像美国是讲无赖的我们只要拿出证据坐实垄断就罚呗欧盟的两次罚款金额分别是亿欧元约亿元人民币和亿欧元约亿元人民币我们作为全球第一大经济体至少不能比欧盟少吧就亿人民币吧这要建多少个希望工程啊能让多少个上不了学的孩子实现求学梦
