author,content
栗子,不像哪吒那样能共情但是我依旧会推荐给身边的人故事讲的好是我推荐一部电影的基础标准姜子牙达到了这个标准姜子牙讲的是封神之战后姜子牙不愿意斩杀九尾被贬北海思过起初姜子牙只是为了追逐内心后面是为了弄清真相大体上就是这么个故事在不剧透的情况下说下为什么我们推荐姜子牙从预告片就可以看出姜子牙类似公路片的格式主角一众人为了一个共同目标踏上旅途前半段剧情吸引人的地方在与时间观的介绍有蛮多猎奇元素和小心思在里面也是全篇最轻松的一段中段逐渐逼近真相配角特别是小四不像那段尤为突出作为有类似经历的猫党感同身受结尾真相大揭露三个字形容结尾很解气除了故事整个画面很好电影院看赏心悦目小桥段挺多可以带能看懂电影孩子的去观看我看的这场大多数都是全家党身边大概岁左右的女孩看的挺开心的关于故事节奏相对来说比较紧凑观感上想快进的地方是中段偏后部分但是熬过这部分最后的设置还是给了一个值得等待的结局以下内容涉及剧透关于整个故事有如下感受整个故事就是两条锁链一条锁链是九尾和妲己的锁链一条是上天与人间的锁链老实说第一条锁链的故事讲完也是故事整个前半部分的核心悬疑设置看完我心中不由得浮现两个字就这看了一个多小时故弄悬疑小九最后就是苏妲己虽然合乎情理但是又没有出人意料关键是整个苏妲己这个人物也就是借鉴了一个名字把小九换成任何一个其他的人类女孩一点都不影响这个剧情的推进和发展也需是受限于时长限制原本苏妲己是有可挖掘之处的整个封神之战她是容易忽略但是也是很悲情的人物影片中有一幕是妲己阿爹在把她送往纣王时拿走妲己玩偶的设置有想丰富妲己更多的故事但是确实整个电影的中段已经容不下这个内容所以妲己这个谜底没有用好而且小九这个角色也是我最不能共情的角色但是第二条锁链的设置姜子牙斩断天梯十分不错因为这个天梯前面稍有铺垫人上神都是借住这个梯子开场一次中途找元始天尊一次最后斩断时又补了这个设置算是很好的叙事效率了在最后关头如果仅仅只是凭着姜子牙化身白袍巫师来干翻师傅有点太了所以用斩断天地之间的锁链让地接圣灵不再受天界摆布不再有第二个狐族的结局不再有第二个阿九这个结局出乎意外又在清理之中关于人物的喜爱度姜子牙申公豹四不像阿九毫无疑问姜子牙作为主角被立住了从黑发待白发从仅仅只是因为心善一人到为地界圣灵二战最后的他担得起为天下不公而战为什么这么说因为影片前半段战死沙场的亡魂思乡心切孤苦无依结尾时妖狐一族又何尝不是封神之战中同样的牺牲品最后一站是姜子牙带着这两股情感与天斗的戏码元始天尊拈花一瓣让正邪对立更佳加强姜子牙便越悲壮申公豹出场次数不多但是初始设置就是反传统憨直暖前半段小桥段也比较出彩中断舍弃自身修为帮助姜子牙把申公豹又送上一层守九尾时可以说是简化版的冰与火之歌的但是那场戏偏打斗没有之前四不像那么煽情四不像一开始以为纯粹的萌物担当工具人活跃气氛用的但是我架不住的是四不像往姜子牙身上靠姜子牙用手掌抵住的设置太像猫有的时候太粘人我自己就是这样做的前期贪吃爱吃饼的设置在最后四不像死之前也用上了大四不像死之前变回小四不像最后在空中幻化一圈来到小九面前想吃饼却再也吃不上了随机飘散九儿排在最后主要原因还是没法共情也没有前者有意思开局小九是有些偏阴暗的设置和姜子牙一开始上路时又是逗比设置最后又是走温情真的浪费了萝莉配大叔的设置最后谈谈剧情的一些设置首先想吐槽的就是反派无力九尾看似强大阴森恐怖最后跟元始天尊大战时就跟个二五八万似的已经打过封神之战了自己的战力和元始天尊有多大区别这个心里没数吗一个字形容九尾莽所以这部电影里就没有战力这个概念有没有交代九尾现在变强了也没有交代之前有多强更没有交代最后释放狐族冤魂是否能与原始天尊之战凭着台词交代硬生生把情绪顶到就是要开战了的地步原始天尊在单纯地想统一三界这个目的下作为反派也显得苍白无力影片后面有两个彩蛋但是一个都没介绍原始天尊动机这个点世界观最后简单介绍了原始天尊被鸿钧处罚了其实从这个设置来看原始天尊的动机是有更多潜在内容的也需在下一步杨戬会有更多交代但是回归这一部姜子牙这两个反派都不吸引人好的电影往往是反派也是有异样的魅力最后说说自己的观影感受看之前就给自己做了心理建设肯定不会像哪吒那样好看所以观影后整体感觉还不错而且确实和哪吒那样人伦情理的情感对比姜子牙为天下不公抗争的主题不能像哪吒那样让我有更切身的感受但是整个电影一头一尾我都很喜欢开头描写战争创伤战后的惨像的视角算是从一个新的角度补齐了封神世界最后结局矛盾解决的设置虽然感觉是被情感顶上去的但是也能接受因为确实感觉是有创作人员的心思在里面的看之前已经有预想大反派就是原始因为这个设置在封神题材里面已经不是新鲜的设置了但是看到一半看到战后惨像时我突然想有没有可能让姜子牙看到九儿的映象就设置为是姜子牙自己的幻想从战争创伤去往回追溯封神之战纣王军队视角这样的话讲的就是另外一个故事了补下最后结局我个人的看法原始天尊告诉姜子牙送阿九去归墟并不是为了斩断锁链救阿九而是为了吸引九尾一举消灭所以才有大战打完原始说姜子牙有功有的便是送九儿吸引九尾出来的功劳而阿九和九尾的锁链有可能是原始牵制九尾的设置最后鸿钧老祖惩罚姜子牙的师傅对原始天尊是封神背后真正的凶手算是盖棺定论斩断天地梯子的时候有个旁白说斩断后苍生再没有神的庇佑大体是这个意思此时姜子牙已经能确认封神大战确实是自己师傅一手造成狐族不过也是被摆弄的棋子所以斩断这座桥梁可以免受天下圣灵再受神仙摆布原本的封神世界里姜子牙的师傅原始天尊本身就不是天地最大的神他有师傅鸿钧老祖鸿钧名下有大弟子老子二徒弟原始天尊小徒弟通天教主封神演义原作的剧情设置留下一种同人解读就是小徒弟通天教主深受师傅喜爱做了掌教并获得诛仙剑宝具原始天尊与老子借封神之由削弱通天势力通天门下在封神里基本都是反派所以在这封神演义的大的背景下才有姜子牙电影里说原始天尊有一统三界的潜在可能性因为原始并不是封神里最大的神也并不是鸿钧原本最得意的徒弟最后说下关于我开头说的推荐我原意是会推荐身边的人看但是发现发到网上确实会引申变为我推荐看这部电影关于观影人群带着看哪吒的期待的人不建议观看如果你是单纯地想看一部动漫电影或者是想节假日和小孩子一起观看的可以看看
仙子她,难看下面不涉及剧透只讲观看感受国庆起个大早来看这电影简直糟蹋了大好假期时光姜子牙剧情莫名其妙到处强行煽情简单来讲剧情无法引人入胜道理空洞乏味想听道理大清早不如早起抄个经书还好点要不睡懒觉他不香吗导演可能还是有点缺乏用镜头讲故事的能力吧肯定有很多人和我一样以为姜子牙是哪吒之魔童降世原班人马制作的毕竟在哪吒结尾放了预告都以为是一个系列事实是姜子牙和哪吒之魔童降世背后的大股东都是彩条屋感谢评论里的旁友指出而制作团队不一样导演也不是同一个人哪吒之魔童降世导演是饺子而姜子牙导演以后看片可能还是要看看导演是谁吧看这部片子就当给国产动画捐款了吧支持谈不上比哪吒差太远了我看的那一场观众的笑声都出现在最后彩蛋里面有哪吒的部分电影不行但是热度蹭的挺好的看这个电影你会收获小时的尴尬尴尬的故事尴尬的台词尴尬的气氛冻僵了尴尬的我僵子牙不值得真的是生气气有人非要在评论里扯画风整部最好的画风就是开头那几分钟的简介这几分钟我个人认为特别好预告片这画风也有还没看的可以去网上看预告就是十年前席卷三界那一段就大概类似王者荣耀的伽罗太华开大特效或者甄姬的幽恒开大特效金边今年挺流行的央视晚会背景也用了这种风格如果真的就这样水准我们也要无脑支持国漫那么大概国漫只会被宠坏了我想我们应该支持的是讲得好故事的国漫而不是画风制作很好的国漫不是配音很好的国漫不是主创特别辛苦特别用心砸锅卖铁坚持了好久的国漫还有人觉得故事非常深刻大概是我浅薄了故事本来就是这样的套路我不反对这种套路但是讲不好这个故事就是这部电影的问题了以下涉及一点点剧透谨慎阅读我随便扯一个没讲好的地方吧故事大致就是大叔带小萝莉找爸爸然后预告片里面小萝莉楚楚可怜的说我跟他们说我不是狐妖可是没一个人信我好吧我信你可是你得告诉我你遭受了什么这么委屈心酸而导演就告诉我她捡了一块面包本来自己想吃的但是看到人类小男孩也在找东西吃她想了一下还是给小男孩吃吧于是就把面包递给人类小男孩但是这个时候小男孩家长出来了说小萝莉是狐妖快割了她耳朵换赏钱这个就是我们女主心酸委屈可怜巴巴的悲惨过去就这个铺垫大概我太铁石心肠了也不知道是哪里有问题我记得看大圣归来哪吒之魔童降世的时候都会感动香菇而且小姑娘你说你不是狐妖那请问一下下你头上的难道是猫耳朵吗喵我想大部分人看完电影都会怀疑难道只有我觉得这电影有点不对劲不行我得来知乎看看大家是不是有和我一样的感受
Cherry,画面可以但剧情不行我觉得甚至是哪吒的彩蛋给姜子牙挽救了一点点好感哪吒虽然剧情简单但人好歹主题明确逻辑清晰姜子牙让我感觉它想要表达很多很高大上的理念但是并没有将之明确呈现出来当观众看不懂它想要表达什么主题必须得去猜故事没讲好连一个最简单的故事线都不清晰看得云里雾里的大概是哪咤给我的期待太高了所以我觉得姜子牙这部影片能回本就不错了
团子你真不乖,我看过很多国产动画没有一部比这个优秀就拿选角就很强麦迪文作为里的热门角色大法师气质一流还本身自带流量演男主绝对没问题镇得住场子百里玄策不用我说了吧王者荣耀谁不认识作为女主来说没毛病兽耳还萌这部麦迪文百里玄策怎么看都好看还跨越了顶流合作这对我嗑了支持别问问就是南波湾
我很惊讶,这么说吧早上点的场应该都是真爱了也有小孩整个正片过程中鸦雀无声没有吸气笑与惊叹直到结束哪吒那个彩蛋笑声不绝深海那个预告恍然大悟另如果一个作品说我有一个宏大的世界观但他没展示出来那就绝对不能说他世界观宏大他只是吹的很大再另没有闭环逻辑的立意不叫立意深刻那是你们脑补出来的深刻再再另如果一部电影所有人都在批评他的剧情那不叫没看懂那叫拍的不行
Styste,空洞无物煽情尴尬也就美术效果值得称赞说实话要是没有哪吒做铺垫这片最多也就一亿票房封神宇宙怕是想多了
john smith,申公剑齿虎姜子牙的衣服在耶稣麦迪文之间切换严重怀疑姜子牙形象有借鉴麦迪文萌宠四不像只有一个作用挡刀申公豹是死了还是知道真相不和妖狐打了为什么妖狐不一开始就告诉姜子牙真相申公豹的作用貌似也是挡刀影片开头就把姜子牙和申公豹搭在一起感觉太勉强了纣王貌似并没有什么戏份小九这么会打这么灵活是怎么回事小九是希尔瓦娜斯附体吗确定场景没有参考魔兽世界人设怎么一股美国动画电影的感觉广告太长
瑕瑾,说实话哪吒我也没觉得有特别好很多时候是加了国漫但是起码哪吒做到了完整叙事同时喜和悲是交融的很多情节的喜是给后来的悲做了铺垫和反差强行的突兀感是很少的但是姜子牙真的是加了国漫也起不来你就是单独讲个完整的故事也行你连个故事都讲不明白吗我宁可花这钱做电影院重看一遍哪吒
eason,以下内容可能会涉及部分剧透感觉故事设定有问题狐妖为什么在被抓之后快要处刑才说什么有隐情早干什么了用自己的命去赌姜子牙会不会信狐妖和小九苏妲己的联系十分牵强看的迷迷糊糊纣王封为姻缘神成了变态继续干坏事姜子牙看见了也没有做什么甚至没有什么反应满口天下苍生结果还不救那些红线包住的那些活人最后师尊的那个一片花瓣特效真的是满分狐妖那么顽强的小朋友都死了姜子牙居然没事反而在砍断红绳同时变老了变强了挨过去了结尾有点圆回来了剧情师尊被上天惩罚什么的优点动画很流畅很美很漂亮和哪吒特效差不多吧图案设计各种元素骨风铃依旧很中国也值得去看小彩蛋一个接一个设计的很好最后感觉最后那个那个预告真的太美了有点像水墨画那种特有的中国美看完预告感觉国漫可以了希望未来国漫剧情设定能够完整让人看完很爽姜子牙看完之后感觉有种小压抑有种为什么这还不加去上天杀了那个师尊的冲动
雨金,感受先不说就是觉得想看影评真的不该看知乎之前哪吒的时候一大群人在骂现在还反到那哪吒来比较再骂姜子牙我觉得这样的影评没啥参考性吧
