author,content
易忻,把视频找了过来上网搜的
尼古拉斯丶贝多芬,不赞同高赞因为这个问题目前没有详细描述场景如果是老人已经上斑马线没有停下来的迹象那交警的做法无疑的是对的这叫规避风险避免发生交通意外不会真有人希望他被撞死吧在进退两难的前提下是否愿意牺牲自己的利益来避免可能发生的车祸某种程度上代表了一个社会的基本道德水平他已经上了你又没办法立刻叫他退回去那怎么办呢在座的各位有好办法可以提出来给交通委建议一下合理即可采纳场景如果是老人还没上斑马线但准备上交警看到后特意给了绿灯那无疑是不妥的但也要考虑到现实情况老人的精神状态如何是否具备自主行为能力如果他看见红灯不停呢还是走上去了那问题就回到场景为了避免交通事故还是得想办法救一下总之我不认为交警应该什么都不做而是要视情况而定当然你也可以认为老人红灯过马路被撞死是他自己的责任我也认可你的说法捍卫你的权利只是从我的角度来说不至于比起一条生命如果情况确实危险我会选择忍让你可能说扣工资扣不到你头上你站着说话不腰疼慷他人之慨首先我只慷我自己的你们怎么想是你们的事但也不妨想一想如果这个老人是你的父母呢是未来的你呢你会不会又想那些司机怎么就不知道让一下不知道人命大于天么只要你认为依然不能接受且就算是自己也死了活该那怎么样都说得通哪怕是道德上我也认为无法谴责但你要觉得如果是自己就接受不了那可能要多想想这个社会是否需要这么一点包容再说一次我会忍让谁认为不该不能不可以的也是对的这并没有错这只是一个选择没有对错之分
TedG,路权问题有待普及行人在马路上拥有最高路权意思是即使他违章躺在马路上睡觉机动车也不可以侵犯行人至于行人的违章问题应由交警追责对于信号灯的判断对于机动车只要是绿灯的情况下车头越过停车线该机动车就有权顺利通过路口垂直方向的车就是绿灯也要等着等待对方完全穿过当然了蓄意驶入拥堵的路口明知故犯的阻碍垂直方向交通也是违章行为但是应由交警追责对于信号灯的判断对于行人有倒计时的那种灯会有两种标示允许通过通常是个小人和禁止通过通常是个小手只要是在允许通过的情况下进入斑马线的行人就有权完成穿越哪怕他走的再慢垂直方向上的汽车你就是绿灯也得等着因为人家是先来的交警为老人保持绿灯并没有慷他人之慨本来老人就合理合法的拥有更高的路权之所以这么做说明了大多数我国驾驶员缺少路权意识我敢打赌只要是绿灯他们才不在乎老人是否拥有更高的路权是老子的绿灯老子就是要过没有复杂判断能力的驾驶员只配看红绿两种颜色多一个黄色都是奢侈即使交警不为老人保持绿灯有素质的驾驶员也会稳稳地把车停好的你上班迟到飞机误机和社会秩序无关在我的家乡右转的车不会避让直行的车上转盘道的车不会避让下转盘道的车很大一部分人甚至压根就不知道有这么一条交规相比今天美国白宫里的混乱我更怕家乡路上的混乱
大海,这么正能量的一个事情居然有这么多花式反对的反正我看了是很感动给所有事件参与者点赞都是有良心有爱心的人我有一个答案建议给家用呼吸机配置不间断电源结果被人骂得体无完肤这个问题下各种责难老人老人家属交警的人和喷我的那批人一样思路清奇见识了老吾老以及人之老幼吾幼以及人之幼中华民族传统美德的传承儒家思想的体现每个人都有老的时候都有不方便为难的时候互相理解多一份温情有多好有啥乱喷的交警满满的人文关怀全体司机的耐心等待奥迪女司机冲过去送来雨伞的关爱那整整齐齐等待的车流里妥妥的是中国人的高素质和社会主义的优越性我要问的是如果这个事情发生在西方国家大家会怎么说
xxxx,子女心大因为他们上班忙连收租子的时间都没有虽然知道老人行动不便已经中风三次了还是默许老人一个人颤颤巍巍的去收租子中国好子女交警大哥直接替各位司机体面一把不管你是不是有急事不管你老婆是不是快生了不管你迟到是不是要扣钱直接代表广大司机表态自己愿意这么做并且表示没有影响到你的交通其实吧这些司机不少人还是很小气的如果诅咒能生效估计老家人立刻就能第四次中风毕竟我们首都的司机是动不动就可能往对方玻璃上泼加奶咖啡的谁的时间不是时间的但是这行为从普世道德观上肯定是需要赞扬的抛开这件事不说但是我不觉得牺牲一部分人的利益来拓展另一部分人的利益是对的如果你在不延长绿灯的情况下大家都礼让让老人通过我觉得可以写报赞扬但是交警大哥直接按了绿灯你不服闯红灯试试分元还得背上素质低的帽子你们也别怪我没有同情心没有人情味你们来北京过过马路试试那私家车的车主从来不礼让行人的绿灯过人行道都会被左转右转的车滴滴鸣笛催你车主素质真有那么高吗
葛鹏飞,本来是一件好事偏偏有人什么指挥中心慷他人之慨用别人的时间做好事就问这些人会算账吗假设指挥中心没有给老人延长绿灯那么如果有车撞到老人撞人的司机是愿意多等一两分钟还是后面一堆麻烦前车发生事故后车就能不受影响至少一条车道要堵上十几二十分钟吧按照这些人的逻辑指挥中心绿灯是慷他人之慨那指挥中心没有绿灯前车的司机自觉等老人过马路也可以说是前车司机慷他人之慨这些人恕我直言至少少一撇有人强调规矩交规学过吗交通信号包括交通信号灯交通标志交通标线和交通警察的指挥车辆行人应当按照交通信号通行遇有交通警察现场指挥时应当按照交通警察的指挥通行在没有交通信号的道路上应当在确保安全畅通的原则下通行假如当时交警不是改变了红绿灯而是站在路上指挥这个时候虽然红绿灯正常变灯你敢往前开而且新闻说了是先有车主主动在等老人过马路然后交警和指挥中心才变灯的为什么交警和指挥中心要多此一举是为了老人和车主的安全呀毕竟后边的车不一定能看到前面有老人万一以为前车是新手一脚油门从斜刺里杀出来把老人给撞了但红绿灯后车司机是可以看见的有人说修个过街天桥这种人可能是神仙当惯了老人已经在斑马线上你一两分钟就能给起一座天桥就算你是神笔马良这时间也不够你画完好吧你有这本事还用当键盘侠出去全国全球转一圈回来就成富豪榜人士了
逐梦人,中国是以人为本的国家评论里充斥着利己主义思潮交警在职权范围内随机应变事急从权没有什么问题这是人民和国家赋予交警的权利一个国家的人文关怀就体现在这些细微之处一个腿脚不便的老人过马路多开分半绿灯能被上纲上线到慷他人之慨滥用职权的地步这些人真是可笑又肮脏我国马上将全面进入老龄化社会这个老人现在的处境就是你我父母将来的处境更是你我更远将来的处境一个国家怎么对待老人和小孩决定了这个国家的上限如果交警视而不见优先满足早高峰需求腿脚不便的老人大概率走到路中间绿灯没了这个时候风险因素大大增加全凭司机良心我认为一个国家老人过马路都要冒点生命危险那这个国家就太可悲了所以对于我来讲这个事情的标题应该叫交警为保护老人生命安全暂停高峰通行一分半钟我相信换成这个标题这些自私的人连争论的勇气都没有生命安全哪怕是生命安全潜在风险的分量也要远远超过你们所谓的迟到一分钟这位交警同志应当给与嘉奖
CHARLIE,合法就行你觉得不合法维权去啊有驾照的来来来俩问题第一交通路口同时有交警和指挥灯以交警为准还是我灯时间到了你必须让爷过去第二绿灯放行情况交警能不能手势指挥你等待以他认为的合理疏导交通的理由去指挥交通有疑问回家凝视你的驾照一分钟因为有多一点点风险你和它相伴机会有变化噢下雨天或者特殊天气优先放行反过来就是减缓其他方向特殊情况等待车队和特种车辆通过按交警心情人家让你直行让转弯这时候一个个老老实实的同样的照顾个需要帮助的人一个个蹦的脚骂俺的路权当然只是个别人但是这些个别人你别老你也别指望别人帮助你因为既没有同情心又不懂法一切只想着我我我的人你最好搬进深山老林自个过日子得了蝼蚁尚且懂得报团取暖互相帮助呐
克里姆林之主,这事要是发生在欧美国家也就不会有这么多质疑了
嘘听就可以了,知乎上面的一些人的嘴脸真的是让我大开眼界什么慷他人之慨破坏规矩一个个义愤填膺的样子像是在现场被慷了慨的他人什么救护车有重病人耽误了救治时间怎么办耽误了别人的要紧事旁征博引让我有种公交车上的超人因为耽误秒导致地球毁灭的感觉超人会坐公交车吗救护车在紧急情况会遵守交通信号灯吗你真的很急吗呸自私鬼罢了
