评论内容
我想要一个抱抱！
等我去见你
真实地不需向谁说明。
真实的不需要向谁说明。
❤️
好美
不愧是林俊杰
啊 越听越好听怎么回事！
嗯嗯
来晚辽
富贵是我们相遇
老林是我唯一为心甘情愿为他花钱的男人
hi
来了来了！！！
只有MV女主角好
[多多可怜]
我也想享受无滤镜的人生，不被包装，朴素的活着，挺好
对你的喜欢无滤镜
这首歌的声音无滤镜
"I love you forever, even if you don't love me, I hope you meet someone better."
好听
爱了爱了[多多大笑]
看见一排抱抱，JM真的好暖！
潮流乞丐，盖章乞讨
3块钱而已
想给你一个抱抱。让你知道什么是抱抱，可我不知道点哪个你抱抱。所以不能给你抱抱
我没了，这首歌也太温柔了
凑个评论
这首歌睡觉的时候，听着，很有感觉。
什么是抱抱？[多多大哭]
"我喜欢的人叫陈俊杰
陈奕迅的陈
林俊杰的俊
周杰伦的杰
嘻嘻嘻嘻嘻"
"我叫王俊杰
王力宏的王
林俊杰的俊
周杰伦的杰
[狗 头]x3"
怎么没人炒了（偷笑
果然，这个声音听过很多次还是很惊艳，就好像是无论看过多少次日落，还是会为恢宏和壮大而惊叹，美好永远不会消失也不会转移
嗨裤子都掉过咱还怕忘词嘛
啊啊啊啊哥哥我来了
我也想被人抱一下
生病出任 我很抱歉
生日快乐
生吃个人 我不消化
有的人80岁才死，8岁就埋了……
感谢老林保持创作保持对音乐的执著。一个老歌迷很满足了
like！！
送钱也开心💜
都是有钱人

睡眠神曲 好听
MV出演五秒的男主哈哈哈
舒淇姐姐完美演绎一段极致浪漫。老林一个对眼很淋漓尽致
舒淇姐姐完美演绎一段极致浪漫。老林一个对眼很淋漓尽致
jj好吊
这首是我单曲循环的珍藏好歌，推荐给你~
好美的曲调❤️
抱抱?
做最真实的自己，生活无需滤镜
我也想要抱抱哈哈哈
想要抱抱[多多可怜]
想一起去看太平洋的风 宇宙里的天体 月亮与潮汐 和你一起
来晚了[多多大笑]
嗯嗯嗯 大概就是“又是熟悉的怀秋～”这个意思
感谢你在一个特殊的时间里，给了我特殊的感觉。
林俊杰加油！！！！冲鸭！！！！我也加油！！！！
抱抱
轻柔慢捻。。。轻揉慢捻抹复挑???
谢谢😜
越听越有感觉🎵🎵🎵
无限循环🔁
两根手指同时放在评论的最左和最右，然后同时往中间靠
啊哈，我知道了
同问
真的属于越听越好听的一首
怎么发抱抱，怎么收抱抱啊
坚持呀 我跟我男朋友每天都会打语音 早中晚都会 知道对方跟自己一样在挂念彼此时间也会好过很多
这首歌像件艺术品
fine..
哇唔 声线太浪漫了叭
抱抱是什么[西西晕了][西西晕了]
生而为人，我…
给你咯
我也一样呢
林俊杰嫁给我吧！老公我爱你
打卡
想要抱抱(｡･ω･｡)ﾉ♡
太好听啦
还是想听JJ自己作曲，每次合作曲总觉得平庸
冲！！
You are the secret i want to keep （悄悄的把你藏匿），有一种：我想带一人回云深不知处，藏起来的感觉
老林好温柔啊
You are the secret i want to keep （悄悄的把你藏匿）
有些地方的词跟水星记的词有点像噢
单曲循环了一早上啦
抱抱！
这三块钱没有一丝犹豫
抱抱？
每天亿遍
啊啊啊我也会抱抱了，抱你一下_(•̀ω•́ 」∠)_
舒淇姐姐不是已婚吗😧
看来我有段时间没有看过评论了
还挺可爱的，哈哈
这个抱抱的功能是啥时候出的
哈哈哈哈哈哈哈
现在有了
一样一样
我们id好像哦
我也是！
来了来了
我觉得很好听呀，还是个人喜好不同吧，这首歌的风格就不是迎合大众口味的那种
我第一遍听就觉得很好听呀
噢 我会了！
这个抱抱真的好可爱啊啊啊[多多大笑]
谢谢各位温暖的拥抱哈哈哈
嗯呢
哈哈哈哈哈哈OK
OKOK 感谢
其实在他出 《对的时间点》 和《将故事写成我们》的时候。我就感觉他快要结婚了。哈哈，不过你这更优秀，直接头像换了 昵称改了。 优秀本秀了。哈哈
哇啊 来迟了
来晚些的我还能有抱抱吗[多多大哭]
分手啦。。。之前这首歌一直他陪我听的。。。好想他
歌词来自怀秋老婆的宠溺哈哈
好汀
我也想抱抱
抱抱我
好好找个作词人吧，拜托，感觉专辑质量没以前好了
抱抱
嗨
不好意思我希望我喜欢的人可以化成灰，因为未来需要养分而我就是土壤，请务必拥抱我。
抱抱
没什么文化，也讲不出伤感的话，你他妈真好看啊，让老子怎么忘记你啊，快滚回来吧
哈哈哈哈哈哈给在座的各位一人一个抱抱
好像是官方活动吧
JJ的每一首专辑都得买（还有霉霉的也是）
回复的评论就没有这个功能了哦
哈哈哈哈哈
谢谢(●—●)
在一条评论中两个手指往中间划
能让人入睡 是最大的礼物
是老林这首歌下面才有抱抱嘛
你就是那片最美的风景[多多难过]
抱抱是要更新吗
"wanna know why wanna know what occurred
but could do nothing..."
园长是刘刘的撒哈拉 刘刘是园长的太平洋
两根手指按住评论向中间滑动
怎么会那么好听，太美了！想要一个抱抱
一开口就醉了。好爱他的声音
这首歌真的好安静啊
抱抱小可爱
我也要抱抱！
我也想要抱抱[多多大哭]
睡觉听不错
感觉没有那么感觉了...
两个手指同时按住评论向两侧划
想要抱抱
默契是既懂你的言外之意，又懂你的欲言又止
怎么抱抱啊
怎么抱抱呀
我心想这个歌能做成纯音乐版的吗，肯定超级疗愈心灵，后来一想，JJ是歌手，没有歌词不能演绎了，不过真的有朝一日如果能创作个纯音乐版的专辑就好了
怎么抱抱
我好喜欢这首歌的旋律，有种慵懒的感觉，仿佛在哪里听过
醒来会收到好消息
听这首歌好像自己畅游在一个美好的，温暖的梦境里
晚安。我表白了
晚安 感受小美好
林哥冲鸭
晚安_(•̀ω•́ 」∠)_
怎么都想要抱抱，我也要
一直自称声控，当把收藏着她录歌的链接分享出来，却都在说很普通不特别，我在自辩说这歌声干净纯粹，也在自我怀疑是不是只是放不下你……
给你个抱抱顺便让你猜猜看
晚安
抱抱
人而为人爽的一批
You had me at hello.
曲和键盘啊 这很重要的 除了唱声以外 整首歌的基调和氛围就靠它们了 甚至词都排在后面
想问一下怎么发送抱抱呀
啊 我也想要抱抱
想要抱抱
我也好想要个抱抱
想要抱抱
抱抱是啥
美丽不需要滤镜💜💜💜
抱抱是啥？
想要抱抱哎[多多调皮][多多比耶]
我也
好好听啊！
你们太温柔啦
我也想要抱一抱~
😂💜💜
嘻嘻嘻
藤原浩怎么什么都能联名啊
只要我一闭上眼，就全是你
带上JJ粉眼镜，美丽不需要滤镜
林俊杰是唯一一个让我花钱不犹豫的歌手啦 好听！
又来听林俊杰了
想要抱抱！这几天过得太憋屈了
我心动千千万万次
好听啊！！
这首歌好甜，有一种恋爱的感觉
MV绝了，舒淇好美，加上我家JJ迷人温柔的嗓音，绝了，太好听了
JJ是唯一一个我心甘情愿花钱买歌听的
林俊杰让我义无反顾的花钱
很温柔很舒服的一首歌，不愧是林俊杰！
我真的不高兴 ，真的高兴不起来，也不能假装很开心，所以你看起来就是没心情，脸拉很长，，
萝卜白菜各有所爱，大部分人不喜欢不代表自己也不喜欢是吧，其实自己喜欢就好了
不愧是你
听不懂
第一次听:还行，旋律不太戳我 多循环几次:哎呀妈呀真香，盈盈在摇曳
！
老林是唯一一个让我心甘情愿花钱买歌的人
hhh
以后啊，有空常联系最好，没空偶尔聊也行，再不济，各自精彩，遥遥相望也中。
我也想要抱抱
你们怎么都有抱抱
一不小心又充钱了𓀇
为什么大家都收到了抱抱？
是你
听着这首歌的我也在“盈盈摇曳” JJ演绎得真美
哈哈哈哈
不好听？？？真的假的，我觉得太好听了吧！超温柔
美丽的你不需要滤镜
失恋了想要一个帅哥抱抱
他们是朋友
他们是朋友我知道(>ω<)
😁
来了
看了mv，其实之前一直不觉得舒淇很漂亮，也有可能是我不怎么关注吧，但是这次这个mv感觉拍出了舒淇的美，和这个歌的感觉也很配，微微的性感加一点点的懒倦，好喜欢
啊啊啊好喜欢
舒淇的美和JJ的嗓音无与伦比！
果然是我的老林
hhh好玩
好舒服啊！爱了！（我也想要抱抱）
MV里每一帧的淇哥都自带滤镜
我也是
抱抱是什么呀
能不能也给我一个抱抱哇[多多比耶][多多比耶]
怎么收到抱抱呢
在不可触及的高空，看着无滤镜的世界，有欢笑，有泪水，有无法体会的美好，回头转身，闭上眼睛，也有在脑海中不可触及的你。
哈哈哈哈对！
"啊啊啊 是我喜欢了10
年的人"
对的
我也要抱抱
怎么给抱抱啊
键盘呀！就那个伴奏
男神和女神
藤原浩去哪里了
作曲吧哈哈哈哈
网上对这首歌争议挺大的，起初我看到“不好听”，“不要买，亏死”之类的话语时就忍不住想开麦。但后来想想，我喜欢的可是老林啊，他的实力和他对创作的态度还需要我向那些人解释什么呢？每首歌不可能满足所有人，至少我认为这首歌它真的很温柔，很舒服，很清澈。

内啥弱弱的问一句，听完整首歌，我就想知道那个日本人在哪
解决了 谢谢
“沉迷沉溺沉醉于你”
我也要拥抱！！
对的
哥哥加油！！！
我也想要抱抱！！
我把沉迷沉溺听成了JennyJenny[多多捂脸]
好爱好爱(⑉°з°)-♡
这首歌太好看了，哦不对，舒淇太好听了吧。
啊
我多少也是有个小闪电的人了
盖章就完事了
舒淇太美了555
爱JJ 是无条件的不带滤镜的爱 
@fairy涵-
能让我付费的音乐只要林俊杰的。
nb
我也想要抱抱
你买了两首这首歌吗
来晚了
我也想抱抱[多多难过]
会不会出联名
林俊杰呀！！
圣所女孩等到了
给钱啦给钱啦
飘入心海泛起涟漪。
为了听这首歌，花了我6块钱。
歌词好美丽 爱林俊杰
冲鸭林俊杰
夏天结束了
[多多大哭]
林俊杰说要出的
咋全是抱抱
JJ的歌，可能一开始觉得一般般，但是越听越好听
嘻嘻我也想要抱抱
抱抱是什么！！我也想要抱抱！
抱抱怎么弄的，俺也想要[多多难过]
哇
"喜欢林俊杰也不需要滤镜
最后一年 高考完就去看你
祝我乘风破浪 如愿以偿🙏🏻"
沉迷沉溺沉醉于你
嗯哼
抱抱是什么 我怎么看不懂你们的评论
姐妹
我也是
啊啊抱抱怎么抱(*꒦ິ⌓꒦ີ)
抱抱是啥啊啊怎么送呀
对
哈哈哈哈哈哈哈一样
MV是中午发布的
林俊杰是我唯一一个没有听过歌就一定要买的人
💜💜💜💜
和你听❤️
有MV了噢
怎么抱抱呀
为啥子我也没有抱抱
@多得芬 前排打卡
林俊杰是唯一一个让我充钱买专辑的
救命🆘舒淇也太美了吧
两只手指对着一条评论从两边往中间轻划就可以抱抱别人啦
越听越舒服。
u r the secret i want to keep.
想把你藏起来。
来了来了💜
抱抱是个啥？为什么我没有
这哥们又欠了我三块钱
舒淇好美腻JJ歌好听
现在有了哦
啊啊啊，mv有么有人看懂啦
他在我眼里都有滤镜 我也不知道为什么喜欢他 喜欢他什么 有什么让我喜欢的 可是我就是喜欢他 很喜欢他 非常喜欢他 怎么看怎么喜欢 越来越喜欢
为什么我没有抱抱
"像个干净整洁的洗手间
想在里面坐一整天的感觉"
只追你
抱抱你
单曲循环中
太温柔了，温柔如水
也很适合看书
为什么会有抱抱？
谁给我一个抱抱～哈哈哈
像在一片海里 沉溺💙
好温柔哦[多多大笑][多多大笑][多多大笑]
i wanna know why...
这也太好听了吧！！！还有mv怎么能这么唯美
为啥你们都有抱抱
我恨我自己！说完我就忘了
这首歌出英文版吗
老林是我唯一愿意为他花钱的一个明星
无限循环，巨好听
你是指网易云吗
爱了
悄悄把你藏匿
打call 打call 好听
来了
我爱JJ
两个指头从评论两边划到中间，拥抱的姿势呢www
虽迟但到，我好爱
12点发mv
好甜，沉迷沉溺沉醉与你啊，老林
像是夏夜，躺在云朵里，舒展着身体，凉风逗着发丝，栀子飘香，翻了个身，脚露在外边慢慢打着节拍。整首歌，太舒服了❤️
好舒服
抱抱是啥
我来啦！
我来当12000！
我沉醉于你 不想醒来
这首歌硬是把一堆网抑云给整得困到撑不到十二点
+1
我来品一品
单曲循环进行中
旋律舒服是舒服。。总觉得有一点点不够意思。。
伴奏还是舒服😌
我离疯狂还有一厘米，新歌！！！
美丽不需要滤镜，JJ不需要修音
感觉才开始就结束了
虽晚但到
？？抱抱是啥
你也有
你们为什么有抱抱！！！
双指缩放
就这样抱啦
同是双鱼座狗子的Jm
就这样唱入我心里
怎么抱啊！？？？为什么会有抱抱
来啦来啦 好听
这也不算反面批评啦，不是认为不好听就是错的，只是正常的个人喜好的表达。不管什么东西都会收到喜恶反馈，不要觉得不舒服，安心啦抱抱[多多大笑]
又一次的洗涤
听了几天就是听不腻
三块钱买的藤原浩联名
编辑 piān辑哈哈哈哈
梦幻联动。
林俊杰我老公，孙哥你别想了
二话不说 林俊杰是最治愈我的心情
啊今天中午出MV！！！
只有jj的歌会让我立即下单
我要抱抱 好难受 晚上一直失眠 想她 
感觉英文版会更更更好听ei
藤原浩牛逼！！
双指向中间滑动就可以抱抱啦宝贝们～你们都要开心啊～！
今天网易云回应了网抑云所以有了抱抱
来了
我也是，这个点绝对是熬夜了吧！
我也想要抱抱
林俊杰最值得的不过是在深夜给难眠的人们带来一丝慰藉，我很充实也很温暖，大家晚安。
我来啦，虽然我迟到了但我永远不会缺席。
好听
听说出新歌了 二话不说在深夜买了 林俊杰是唯一一个让我深夜下单的人
很适合网抑云听 很舒缓很治愈吖
抱抱？怎么抱？
没什么感觉 一般吧 挺舒缓的听着 然后也挺治愈的 还可以
听着老林的声音，像喝醉了漂浮在虚幻的宇宙里，软绵绵
我也
哈哈哈哈哈哈哈哈，我就知道，这首歌不翻唱了吧！每次看到大家因为不想花钱下楼去楼下听翻唱的，我简直是醉了！看到那些不是原创的还只是为了火、出名的人，真是好生气！什么抖音神曲，啊！我死了！真是荒谬绝伦！
为什么会有抱抱啊
就觉得，哇！又是一次新的挑战啊！我们先生的风格，一直都在创新，他不止一次两次的超越着自我。还有，在评论里看到，藤原浩大师超级牛逼啊！有这样一位大师和自己的秋皇后的协助，我的天！完美无缺的一首作品啊！
🤔🤔歌词有英文翻译，是不是可以期待一手英文版
所以，我们林先生的人缘是一般人羡慕不来的！
完了，大哥的人缘，我的天，他一天都在怎样的一个圈子里啊！羡慕不来的！
啊啊啊啊啊想要抱抱[多多可怜]
来了 抵挡不了预告
小张抱抱
请小唐抱抱我
林俊杰和陈奕迅值得
谢谢
好爱这前奏啊，治愈
一看到出新歌就忍不住送钱
我希望他一直在就好了。
"""将故事写成我们"""
整个青春都是你啊，以前是你，现在是你以后也还会会是你
"追星的意义在于，
他什么都没做，
却治愈了你所有的不开心。"
云端的温柔。
怎么才可以得到抱抱！！
“人生遇到的每个人，出场顺序很重要，很多人如果换个时间认识，就会有不同的结局。”
财力有限，一张表示支持[多多大哭]
8月4号中午12点！！！
我来啦
"什么时候有mv啊
啊啊啊啊啊啊啊"
喂 洒脱一点没什么不好
我的治愈系首选❤
明天mv就出啦！我难熬的考研日子里的曙光啊☺️
啊啊啊，我来了，虽然迟到了
温柔到极致
这个抱抱是什么东西？怎么弄得呀？

蟹蟹！好开心呜呜！
这首歌好适合睡觉💤
咋个抱抱
适合睡觉听
好温柔啊
"以世间水为镜，以心上人为影
无滤镜下的你
真的很美"
又是为林俊杰绝美嗓音流泪的一天
Jigglypuff，your beauty needs no filter
哈哈哈哈，妙啊
JJ在网易云热搜榜好久了哈哈哈哈哈哈
快了哟
预告有了！！！完整还要等
我来了
好听
明天中午12点上线mv！
呜呜呜给个抱抱好不好
💛
对不起，我来晚了
我也要要抱抱[多多大笑]
明天就来啦
明天明天12点就来啦
这首歌超适合拍个MV的，怎么没有
感谢老林，彻底的治愈了我的失眠症
哈哈，有趣
他就是青春吧
因为这首歌，打算入手一瓶茉莉味洗发膏哈哈哈哈哈
我也想要个抱抱
歌词就像一封情书。细细品味。
今天我的房间是百香果味儿的
唯一一首花钱买的歌
美丽不需要滤镜
这个点😏
他们出钱了😏
😏

冲冲冲冲，爱了爱了
来了
啊啊啊我秋作词，太深情了呐
girl~
好温柔的老林
妈呀太好听了吧！！！开口跪
啊啊啊啊啊啊啊啊啊啊老林我来啦！太幸福啦你又发新歌！
你就是那片最美的风景
来啦！！
8.4 12:00mv上线 大家都来支持啊
那句girl好有感觉
来了来了
这首歌的前调有点像一首歌，是个女歌手唱的，是英语歌，忘了叫啥了
双十一呢？姐妹
温暖的歌
只爱林俊杰，温柔平和治愈，时光的沉淀让他更有趣。
阿巴阿巴
JJ的新专辑要支持呀🤪
唯一一个可以让我花钱听歌的jj
谢谢你 我在深渊时向我伸手 发现我糟糕时没有丢下我 对不起让你吃不了不少苦头 我从来不后悔认识你 爱上你 但我后悔拥抱时没有抱的更紧 吻你时没有吻的更久 在一起时没有对你更好一些 对不起这些都对不起 罚我再也听不到你的声音再也见不到你 也祝你接下来新年快乐 早午晚安 最后再说一次我爱你 见不到
真的好好听[多多捂脸]
girl～
girl～～
moonli
大爱jj
送钱都懂得心花怒放，这该死的骄傲感是怎么回事来着???
别说了，眼泪已经崩出来了...
因为你是例外，活在我的对错之外。
藤原浩现在是在割韭菜了，在时尚界，但不否定他对亚洲曾经时尚的贡献，不否定我林的声音真的不带滤镜也那么优秀
来打卡了
