author,content
香樟连翘,创业你咋想的这辈子是不可能创业的谁劝你创业直接把谁拉黑就完了你俩大学都没毕业社会都没经历过还创业你父母拿万他爸妈拿万现在年了这钱也就够买辆迈腾吧家底就这么薄还是四个钱包的积蓄你敢创业你知不知道败家这两个字怎么写不会我教你写好好好你俩读研呢还能攒万喵喵喵两学生不靠父母接济过日子就不错了还能攒万我咋这么不信呢好好好暂且信你万在成都非中心区还两室一厅你是埋汰成都的房价呢还是觉得手里这是万美刀呢他一个法律硕士过了司法考试嘛过了就老老实实考法院检察院的公务员成都是一个公务员绩效奖发到手软的地方你还觉得拮据你这是多能花钱呢考不上法检系统就老老实实去企业搬砖什么当个法务进个律所老老实实上班拿工资有点关系啥的去个银行的法务部门也是可以的你自己心里也要有点数读个马克思的硕士你读博士以为很轻松吗你以为博士毕业就能进高校当老师吗你知道马哲一年多少个博士毕业吗思政老师有那么好进吗你先博士毕个业我看看你再看看你能不能去个大专院校当老师你马哲专业你看看历年四川省考职位表有几个公务员要你这专业你能进个党校里当个事业编就不错了还想着当公务员会不会双公务员日子拮据你以为你在体制外你就不拮据了你以为你们能赚到什么大钱校园里的大气沉稳有眼光有什么用放弃幻想早点上班
一起公考app,想要创业的想法是好的但是有资金来源吗想好创业方向了吗一旦创业有兜底吗对于创业的风险预估了吗我之前有一位同事老大哥最初就是屡屡创业失败最后选择考公务员连续几年备战公考因为经历过创业失败他才意识一份体制内的工作才是真正有保障的从你的这句话就可以看出是道听途说了公务员群体福利待遇小康生活是绝对没问题滴不仅仅能够解决温饱尤其是题主男朋友是学法律的公检法部门都是广大大门的福利待遇也是高于行政机关的工资的如果都是体制内家庭两个人真的压力偏小我身边很多同事都是体制内的就拿我们当地来说吧可以用公积金贷款买房两个人就可以贷款万另外再凑一个首付还年基本上压力是极小的况且公积金也是每年不断增长的再过几年公积金部门加起来就足够还房贷再加上教育问题更是不用担心尤其是身处体制内入学问题还是能够得到妥善解决滴你是马哲硕士也是比较优秀滴两个优秀滴人不必过于担心未来的生活目前可以先慢慢把房子的事情定下来不要把未来想的那么可怕两个人一起努力日子会越过越好的另外关于考公务员的事情完全可以一边准备着也可以给自己做别的打算面对每年庞大的公务员考试群体想要公务员上岸也并非那么容易滴如果努力过后能够公务员上岸更好如果公考未能上岸你的男朋友再考虑全心投入创业的事也不迟就在昨天我和一个伙伴儿聊天是事业单位一直在考公务员而今年他已经岁了是他考公务员的最后一次机会未能上岸昨天他和我说打算创业了事业单位是鼓励带薪创业的所以努力永远不晚很多路走不通的情况下那就换条路走有的时候理想是美好的但是终究还是考虑实际情况就对于我来说体制内是我当下最好的选择我也不会觉得后悔记得上岸那年参加了大大小小五次的考编考试最终只有公务员笔试入围了其他考试均败北了经历过失望才更加珍惜当前的岗位多年备战公考最终上岸我才意识到备考这年来的心酸和压力只有自己知道但是身处小城别无他选现在依然清楚记得在一起公考备战公考的酸爽日子考公大军里有这么几类人一类人是应届毕业生群体还有一类是在职备考的或者本身就是事业单位等体制内的还有的的小伙伴儿有的创业归来有的才准备考公的所以建议小伙伴儿如果有考公的想法早做准备现在还没毕业完全可以利用应届毕业生的优势报考一些对口岗位尤其是今年应届生招录的岗位尤其多我们单位今年招录的应届毕业生岗分数都特别高可以说竞争力压力是非常大滴在当下如果创业的事情仅仅是初步想法那么建议你们可以直接考虑公务员编制如果不想那么早进入体制完全可以继续努力深造学历现在都还年轻一切皆有可能像是你男朋友学的法律专业像是一些律师事务所工作也很不错今后有资质后可以自己开一家律所未来生活还是很值得期待滴面临毕业分岔路口迷茫是正常的虽然想法很多我们能做的就是选择一条在当下看来最有把握最安稳的路去走毕竟物质基础基本保障是一定需要不然空谈理想创业也是不切实际的不如先强大自身在有了一定基础和资源的情况下再去考虑创业总之未来的路两个人共同努力总归会越来越好滴两个都是有上进心的人相信无论选择哪一条路都会有好的结果因为年轻所以无畏因为年轻所以无限可能不负时光笃定前行加油
Rickshaw boy,创业刚毕业我家就是正在做生意我也不敢轻易创业我爸妈都是体制内下海经商失败了多少次你知道吗要是没有体制内的饭碗保底你知道要被饿死吗我爸妈在单位上班碰到商机请年假出来尝试确实可以做下去才我妈一个人辞职出来撑着生意到了生意可以延续我爸才也出来一起干我表舅交通局上班碰到商机搞房地产建筑队去了开发商跑了欠了多万辛亏请的是年假还能回去上班不被饿死钱慢慢还那些人也不敢搞我舅党和国家保护着他我劝你啊找个体质内的工作事业编最好有政策支持瞅准商机去尝试失败了躲回单位继续蛰伏创业是个有风险的事要做到进可以尝试荣华富贵退可以保全自己
小马在家,你们两家的情况都还不错算是门当户对不说婚姻只说创业或者公考也是不科学的因为长辈都倾向公务员稳定有前途我个人认为你男朋友的性格进了体制内如果没转变混的很难其次公务员工资只能基本小康哪怕你们俩都是双职工家庭再次你既然看准他了先考个法考然后创业就算不成功也有后路最后我认为年轻不闯等你有了二胎认为公务员没前途了到时候你们更难受你俩认识那么久也都算高材生了婚姻这块父母应该会同意的我建议女方先直博然后考高校这段读博期间刚好让他创业如果你毕业了他还没成功那就俩人一块招考两全其美
赵先生,学法律的创什么业幼儿法律培训自己开个律师事务所不进体制内不去高校当老师大概率就是律所打工了不是我不鼓励年轻人创业创业也要看看你有啥资本这个资本既包括金钱资本也包括能力资本很遗憾目前看你们两方面都不够
哲浩,创业找风投用家里的钱不是创业而是败家考公务员只要天时间上午一张卷子下午一张卷子过段时间再面个试和创业不冲突
刘圈圈,我说说我个人的愚见吧我当然也看了一些其他的回答也同时大概浏览了一下你的问题描述就比较纠结在成都应该怎么去考但整体来说你们的基础和能力其实已经比较高了如果要是就业的话那么相对来说可能要累一点但是不住的话也会成正比不过前期投入的时间和精力比较大所以就没有太多时间照顾感情或者是家庭等等所以综合来讲的话要选择社会上面去拼去闯去创业的话可能难度系数会更高但是考公务员这条路的话我还是比较支持有一条回答就说到先考公务员后再创业因为考公务员是政府行政机关单位人员而这类人员相对于企业事业单位以及民工来讲能够获得国家的第一手信息和资源所以你能够掌握一个政策的发展趋势而对于十几年后甚至年之后的创业是非常有帮助的也就是说前期的话也没有太大的必要急着买房当下社会也很开放的并不是要买的房才能结婚只要相爱了都没有太多的物质需求吧本来能也在考上公务员之后买房的政策各方面也会向你们倾斜当然这条选择为以后的创业能够奠定更扎实的基础和人脉以及资源的掌握更何况是成都的公务员
匿名用户,末流嗯感觉你们俩应该是川农的看了一下你们两个的情况都还算是优秀不过说实话都还没有优秀到在成都可以任你们做选择的地步对创业成功率和成都公考难度想的有些过于天真先说说成都主城区的公务员待遇普通公务员平均到手能有左右公积金双边应该以上双公务员就是左右房贷公积金足够还福利待遇就不说了但是从你的话语来看你看不上双公务员觉得不能满足你俩对生活品质的追求因此我感觉你们对未来经济预期过高想过人上人的生活但是就目前观察来看能力恐怕跟不上你们对生活的期许顺便说一下我就是做公招的以招考人的身份提醒你们掂量掂量自己能否想考就考得上再来说说你觉得你可以进高校我老公就是一所高校的老师我们身边挨着住的几个老师无一例外都是请注意是本科起点而不是博士而且普遍一流二流都比较少除此之外还必须有留学背景你算算你去发达国家待一两年需要多大花销哦还有进来是不给编制的完成学校当初的考核任务之后才给事业编前些天老公给我看学校今年招的几个老师情况我一看好几个本科就是北大清华的这些年招的老师本科起点要求越来越高你算算你博士毕业成都高校内卷化到啥程度了有一番雄心壮志我理解觉得自己跟身边其他死读书的书呆子不一样能靠自己打拼出一番天地我也理解但人吧真的很容易高估自己的能力坦白说我老公从能力和家庭条件应该都超过你男朋友了也超过身边同学不少在博士毕业之前一样的豪气满满觉得自己就是那个挥斥方遒的少年一定可以闯出一片天地这些年经过社会的毒打和我的耐心劝解之后一只脚总算是踩在地上了知道安心工作沉淀自己然后再寻找机会了
巴比伦,事情是这样的我们鼓励大学生创业创业还给十几万补贴你毕业了就要涉及就业率问题可是找不到工作怎么办疫情期间更是岗位少只能多招公务员国家养一个公务员一年假如说二十万现在有人和国家说你给我二十万我自己去干活不用你管那国家肯定赶紧给你太棒了毕竟你就算就业人口了至于创业失败那就和大学生就业率无关了所以我们各个地方招聘一直走应届生优势这里建议可以利用考个公务员想创业可以考上再搞副业你说公务员很忙你有创业的心思就拜托不要再想着政途别吃着碗里的看着锅里的那么在当前形势下没有晋升目标的公务员是很轻松的我按照法律保护自己你让我多干的我不干我就拿我该拿的做我该做的你敢搞我我就敢给你在网上炒作这方面想走政途的是怕你的因为从边际效应上来说你最多失掉的是一份不太看重工作他可能损失的是之为事业的一些机会所以记住他受个处分比你被开除更难受所以领导不会搞你你说搞副业不合法这里你可以把公司挂别人的名字在干大之前有的是规避的方法干大了拜托辞职啊你真正的主业成功了这年头公务员辞职创业的可不多你还是个传奇再其次第一条只是在最坏的情况下说的大多数情况你不想往上混没有人会找茬都是想往上走的人互相搞所以你可以利用自己的公务员经历获得更多的政治资源这也是公务员下海比其他人最大的优势所以建议先考试
卡卡,看了很多回答都是一个词赚钱这些都是利益社会下的利益者只是从赚钱角度说的我也是连续创业包括旁边都是在搞事业的人创业是一个过程不能只为了赚钱这个过程很有意义当然很幸苦很累但是你还是愿意去做举个最简单列子早上五点老板要你去上班和早上五点你要去看场地如果上班你肯定很不情愿但是创业的人不会不情愿反而很有干劲再比如马云说是福报那是站在他自己角度的也就是他是创业者身份自己干肯定有干劲了但是对那些上班就不行因为他们是打工的跟机器一样多运转就会发热那些没创过业也没体验过创业过程的人只会把赚不到钱做为最终结果做为成功判断标准这些人其实很可悲因为到进棺材也不知道一辈子喜欢做什么事情也没做过一件自己感到满意的事情当然很多人会去和这些人对比说他们上上班生活过的很爽如果这样比建议直接出家哈哈希望你明白在这短短几十年每个人有自己的追求如果你是他附近的人应该给他支持并且最好一直陪伴他走下去否则一开始就离开比较好
