author,content
马达熊,最大的就是不可持续万年前的功法最好万年前的宝物最棒万年前的圣人最强整个世界都是在不断退化天材地宝越挖越少老古董越活越长飞升之人带走所有好东西给后人留下残羹剩饭和一片狼藉大部分的玄幻小说世界观都是从创世神开始一代不如一代最后沦落为末法时代为什么这样因为所有修炼者都和貔貅一样只索取不付出把所有能量都聚在自己身上最后要么飞升要么埋在坟头里等万年以后的有缘人不可持续的发展思路这样才能给主角留下足够的好东西这里传承个功法血脉那里挖个千年古墓故事才好写不可持续的思路在人类历史上其实并不多见只发生于生产力大爆发的短短几十年之前或之后的稳定期都会考虑持续问题才有了屠杀各种动物后要搞养殖畜牧才有了挖掘煤矿石油后要搞可持续能源我国最近年走过西方世界年的历程正符合这种快速发展的状态为了发展其实我们在很多事情上本来就是不可持续的思维我说的是我们老百姓不是政府竭泽而渔杀鸡取卵所以大部分作者并没有可持续发展的思维方式他们写不出万年门派不断培育灵药导致灵药越来越多最后成了白菜价他们写不出技术不断进步功法最新版本和工业化法器从数量和质量吊打古代神器他们写不出飞升之人开拓外域为世界寻找殖民地和资源点他们写不出万年前的古神也要不断读书奋斗充实自己否则会被时代淘汰偶尔有写出来的书的成绩都不错
l'ivresse,又可以拿出我的万年模板来吐槽了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好男主是族长之子或父亲曾经是家族天才后来陨落而自己又是废柴不是天生绝脉就是以前很天才后来因为不知什么原因修炼不了了慢慢的自己和母亲妹妹姐姐在族内受到各种不公平的对待被亲友长老冷眼相向密谋陷害甚至为了显得男主真的很惨连下人仆人都可以对其指手画脚百般为难现在废柴流小说开篇必备剧情看到这我就烦相依为命的基本是女性角色亲朋好友或长老之流看不起就算了毕竟这些人是有地位的尼玛的仆人都这样即使人家再不济地位也比一个狗奴才要高吧这么明目张胆的欺辱少主真的大丈夫吗反观反派的亲友长老仆人就好很多了无论反派实力是高还是低从不会想到欺凌和辱骂反而忠心耿耿地护主家族必定会有个排名第二的天才必须是长老族长的后裔孙子儿子且很小心眼一直不服男主以前压他一头看到男主修炼不了了各种欺辱被欺辱的男主会在夜深人静的某个地方忧郁然后会出现不明物体灵魂体之后就可以神速修炼了直到某天在演武场藏书阁途中又被天才欺辱两人嘴炮一番大打出手最后会跟天才相约在多久之后的家族大比对决天才讥笑一番后答应了然后男主开启了苦修之路和二才大打出手前男主会被族中喜欢自己天才妹子护短然而我男主岂能让妹子保护果断在妹子面前展露雄风妹子也会被大吃一斤而且在半年到三年之内必定会有家族大比看看还逆天改个命都给你安排好了被指腹为婚的势利眼未婚妻或其家族退婚而且必须是在大庭广众下羞辱退婚然后男主会和未婚妻定下年之约随后男主离家开启了苦修之路这类情节比较少见我看过的书除斗破外好像只有一本才有这退婚羞辱情节修炼期间会遇到各种奇遇艳遇有些会遇到经验丰富的大能灵魂体必须是灵魂体而且必定是被人暗算所杀收主角为弟子条件是为其报仇修炼期间会遇到落单的女主怎么遇到呢两种情况一般情况下男主都会挑女主在河里洗澡的时候去偶遇然后故意被女主发现故意被女主追杀两人前期各种怼后期各种对总之共同度过了你追我你追到我咳咳不对是艰难快乐的几天遇到女主被人兽追杀这里分三种情况追杀女主的魔兽魔核内丹对男主有用男主会趁机杀掉然后冷着脸说别误会我不是救你杀这只魔兽是因为它的内丹对我有用追杀女主的人刚好之前和男主有过节男主会趁机杀掉然后冷着脸说别误会我不是救你杀这个人是因为我和他之间有不可化解的仇怨追杀女主的人兽对男主既没用也没过节男主本想高冷地一走了之刚转身又想到一个既能装逼又能捕获芳心的计划果断出手相助硬钢情敌呸呸硬钢敌人然后女主会道谢男主会让她赶紧离开女主会弱弱的说你能帮帮我吗我受伤了嗯后续诸位自己想象吧之后在两人相处的几天里女主单方面或双方会暗生情愫随后女主家族宗派的人会找到他们此时主角才知道女主是某大宗派大家族的天之骄女双方在会面过程中男主会无意间得罪一位仰慕女主或与女主有婚约女主肯定不喜欢他的人原因莫过于女主对男主的言行举止都比对自己好女主看男主的眼神充满温柔等此人本来或表面是一位风度翩翩的谦谦君子看到女主如此之后马上就会变成一个小肚鸡肠阴毒狠辣之人临走时会暗中凌辱男主一番说你这蝼蚁配不上她劝你早点死心离开她男主听后怒火中烧所谓人争一口气佛争一炷香就算不为女主也要为自己面子啊于是暗中嘴炮反击一番并暗下决心强大之后一定要找回场子要女主背后的势力正视自己要此人对自己的羞辱百倍奉还这种小说吧男主对情爱之事基本都是木讷不主动的一般不会单方面产生感情但却能赢得全大陆女人的心而且为了显得男主有魅力女主背景必须比男主高级不是大家族就是大宗派这就好像霸道总裁爱上我一样的逻辑富家子爱上平民女家族成人礼比武大会赴约之日之类的比赛不会准时到场大部分人都幸灾乐祸说男主不敢出现唯有三三两两跟男主交好之人才会露出担忧之色然后快到约定的时间时男主就会准时出现麻痹我怀疑是早在场外掐着时间来的出场的模样要么跟野人一样要么就是一袭黑袍劲装登台和反派嘴炮一番然后决斗时大放异彩全场各种吃惊大跌眼镜最后天才未婚妻被实力大增的男主打败如果失败的是天才会大呼不可能后偷袭男主男主本念是同族之人放他一马谁知天才居然玩偷袭便决定废了天才这时长老族长必定会大呼男主住手尔敢但肯定来不及阻止在确定天才被废之后大叫我要杀了你然后男主会义正言辞一番长老会说一句牙尖嘴利的小子后就想下杀手这时族长其他长老才会出来救人如果失败的是未婚妻则会看着即将开始传奇人生的男主背影心中不知为何突然一痛并反问自己是不是真的做错了一般都是双修副业开始总是修炼不得法想为什么会这样想着想着就突然茅厕顿开然后进步神速更甚者从第三次尝试就开始变好即使和前面两次失败才隔几分钟然后灵魂体院长宗主看到会震惊吃惊眼睛闪过一丝惊异并暗想妈个姬劳资当年何等天资都用了天月年才学会这小子区区几分钟就掌握技巧了然后脸上会浮现出欣慰惊喜的表情觉得学院宗派在大比里有希望进前三了少不了拍卖场拍卖场的前台小厮一般都是狗眼看人低在男主要求直接见管事或拿出不起眼的物品时都会笑容不变地暗自嘲讽但都会被男主看出之后管事对男主的态度会恭恭敬敬还会训斥前台一番把前台吓得战战兢兢然后管事会拿男主的物品给执事看执事看了之后很震惊很诧异然后给男主升级给他优惠之类的好处拍卖场执事不是经验老到的老者就是美丽风骚的女人如果是后者必定因为男主而升官发财接下来会挑逗男主甚至喜欢上男主新手村肯定有几个家族有一两个家族是敌对一两个家族左右偏中立基本都是敌强我弱但最后还是会打败敌对家族其原因便是因为男主要么是男主自身装逼要么就是某势力为了拉拢男主而释出的善意而中立家族的族长就会暗自庆幸没有跟男主作对然后心里肯定会想看来家要崛起了啊以后还是多多跟家交流吧好处给到最大家族的女人随便嫖钱财随便花丹药随便吃装备随便拿武技功法随便学甚至还在想要不要把女儿也送出去总之多个朋友比多个敌人好更何况这个敌人还是怎样怎样的修炼期间男主会被个大宗派大家族的天才羞辱敌视反正所有的仇家基本都是因为对方小肚鸡肠而引起的绝对不是男主自己有意招惹的如果是在拍卖场男主必定会因为竞拍或妹子而得罪某个邪派家族高层的儿子或亲传弟子那么就会出现以下三种情况宝物被男主买了天才肯定会半路拦截杀人越货最后都被男主反将一军宝物被天才买了男主肯定会半路拦截杀人越货最后得手但却负伤而逃男主本来也不想争了但是睚眦必报的天才哪会放过他原因基本就是在拍卖场和他作对让他难堪了男主无奈之下杀掉天才得到宝物走人这三种剧情有一个先提条件就是天才一定要是邪派或纨绔子弟反正就不是什么好鸟这样男主才能心安理得的杀人越货免费得到宝物读者又不会太反感主角作者后续又有内容可写所以即使宝物是被天才买走了也不用担心和遗憾因为出了拍卖场之后宝物很快就会落在男主手中了永远在文中提醒等级差距的区别什么虽然只有一字之差但实力却是天渊之别就算拥有顶级功法但实力和别人相差两三阶也是无济于事然而我们的男主却总能以此击杀高他阶的强者一个级别的就能干掉多少个低级别的人但是男主永远能和几个高他两三阶的人对战甚至重创击杀相反几个低男主一阶半阶的人却总是被一招搞定然后又提醒说这就是实力的区别和之间虽然只有一字之差呸我看就是主角和配角之间虽然只有一字之差总是说的实力是外力提升水分不少导致根基不稳按这逻辑实力水分最大的难道不是男主老说自己实力都是一步一步历练而来尼玛各种精血各种丹药各种传承各种灌顶这样特么都还不算外力遗址古墓之类的探宝区总是刚好限制在男主目前的等级才可以进去进入古墓之类的遗址总是能避开各种陷阱总是能一眼看破阵法弱点所在总是能得到各种传承总是能得到最好功法总是得到宝贝后被各势力的人威逼然后会杀掉某个势力的少主亲传弟子男主想要得到的东西无论是偷是抢还是杀人越货都是正确的若是在遗址抢别人的宝物就说有缘人得之之类的废话要是自己的东西给人抢了就会说凡事讲究个先来后到你们这样是不是太过分了我辛辛苦苦冒着生命危险得到的东西岂能就这样被你轻松夺去然后大放异彩每到一个新地方都会遇到有人被追杀被追杀之人必须是女子英雄救美后会出现送回家族帮其家族解决难题然后少女对男主春心荡漾暗送秋波少女父亲待男主如贵客上宾有意无意想撮合男主和女儿在一起而男主却总是视而不见装傻充愣一起历练期间女子对男主暗生情愫如果此女子是高冷型的则会平时很装逼如果此女子是活泼型平时则会和男主是斗气冤家但无论是高冷型还是活泼型关键时刻都会表现出很关心男主的行为救下女子之后不久就会有女子的同伴族人出现随后要么被感谢要么被羞辱好东西永远是自己收着不管用得着用不着即使是物尽其用也不会给别人因为好东西必须是主角的别人不配拥有但还是要美其名说不是因为私心而是因为巴拉巴拉一堆借口结果就会造成功法神器法宝一堆但用过的次数大概就一手之数参加任何比赛都绝对夺得第一惹得吃瓜群众各种大跌眼镜各种想要拉拢各种只能交好不能交恶然后男主就会暗想这便是实力带来的好处实力强到哪里都是受人尊重若不是自己拥有着这实力恐怕输的就是自己了被迫和比自己高阶的人对战时旁观的人总是会给个同情的目光而且都会在讨论可是成名已久的强者那男主虽然击败了但那可是比强上不止一分半毫然后另一人会嘿一声后说那可说不定男主虽说修为境界不如但底牌可是不少真要打起来还说不准谁输谁赢呢最后肯定会有很多人大跌眼镜肯定会有人冒冷汗想着要是换做自己恐怕连招都接不下然后又想着此子惹不得嗯即使每场比赛男主都是逆风翻盘但每场比赛他们都不觉得男主会赢有时候我不禁想这些人在尔虞我诈的修仙界怎么活到现在的一点眼界力都没有总是在好友即将遇难时登场比收费还要准时然后总会来一句没有来晚吧然后只顾和好友说话然后敌人看到男主如此无视自己立马杀过去然后就没有然后了这个桥段开始我是很喜欢的但次数多了之后就感到恶心了也不知你是早到了在边上看着时机救人呢还是真的每次都这么巧在别人快被杀的时候就赶到了男主每到一个地方总会遇到那么一两个自恃背景实力强大的天才和男主成为敌对关系的原因莫过于为了一件东西为了一个女人然后那天才眼神总是闪过一道寒光厉色杀意各种故意刁难男主而男主却总是会让他难堪随后会对男主各种报复各种追杀但最后都会被反杀套娃剧情每到一个地方都会出现这样的情节全世界的男反派好像都是一个爹妈生的不是好色就是小气还天天吃饱了饭没事做喜欢惹是生非正派的男天才遇到男主之前都是万里挑一人中龙凤出类拔萃受人崇拜遇到男主之后就变成庸才了正派的女天才遇到男主之前都是清心寡欲看破红尘不苟言笑的高冷型女子遇到男主几秒到几天之内会爱上男主随后恨不得像条母狗一样提臀相迎不禁为书中的男天才感到惋惜好好的天才遇到男主之后便沦为跟班打手还经常因为作者想要展现男主有多讲义气而安排被打被救被感动反派的特点男的阴柔浪荡霸道纵欲过度女的心机美艳淫荡衣着暴露年轻的貌美狠辣二世祖小气鬼老的皱皮阴森三角眼鹰钩鼻桀桀桀是反派的必备笑声对这种反派的描写也是服气看过这么多书反派基本都是这特点生怕不描写这种外貌特征性格读者就不知道这人是反派一样一般跟在男主身边的都是女人男的很少而且女人的实力一般都比男的强全书兄弟情很少甚至没有一般都是男女之间的感情但也仅限于女人爱男主若有联盟肯定会尊男主为盟主宗主而男主总会客气道我何德何能论资格不及轮声望不及等等然后各个头目就会说你谦虚啦若不是你力挽狂澜怎样怎样怎样恐怕我们都不能坐在这斗地主了然后男主就会象征性的说句那我就先做着吧日后有人选就让位然后立马拉着一票人去打打杀杀男主是大能转世要么是仙尊道尊创世神要么是邪尊鬼圣大魔神恢复记忆查明真相后要么丑拒合体要么合体占据主导意志然后功力大增莫名其妙的得到了别人一辈子也得不到的宝物包括吃下去的东西而且往往一开始不识货当成了一般的物品来用男主一定会有两个以上的老婆情人更是以打为单位都算不完而且这些女人都是对男主热情对别人冷淡也不介意男主三妻四妾只要男主爱自己心里有自己的位置就好写这些小说的家伙怕都是些不受女人欢迎的人才在自己的小说里自我安慰反派的女儿往往要么刁蛮任性口硬心软要么水性杨花生活糜烂如果是前者一般开头会和男主变成斗气冤家慢慢再爱上男主如果是后者则会被男主击杀或利用若男主的身世不明首先我们要恭喜他因为一般这种情况来说其母亲必是某超级大宗大族的天之骄女因为某种原因离家出走在途中受伤后被男主父亲所救并日渐生情无奈男主父亲只是一个资质平平实力平平的武者母亲迫于家族宗内压力不得不离开男主父子所以作身世不明的孩子男主的血统绝对比他人高贵如果男主父亲是大势力之人对父亲的态度是憎恨怨恨无感反正就是无法原谅的情感如果母亲是大势力之人对母亲的态度则会是思念怀念想念反正就是母慈子孝的情感一般母亲是大势力之人父亲是平凡的小武者无论怎样都心疼男主父亲秒一碰头就磕磕碰碰打打杀杀互相斗气的男女大家不必看他们的笑话因为这是他们结合或说是女方爱上男主的前奏所谓不是冤家不聚头当信此言男主请求某势力帮忙如果这个势力是会帮男主的那么其主人的孩子多半是女儿一开始跟男主斗气或看不起男主原因可能是看男主不顺眼可能是不知道从哪里听说男主很坏也可能是在刚见面时想刁难男主却被难堪了于是处处跟男主抬杠然后慢慢被男主展现的王八之气所折服开始用震惊复杂的眼神看着男主然后脸红害羞等等最后喜欢上男主如果这个势力是不会帮男主的那么其主人的孩子多半是儿子基本就是小肚鸡肠的好色狠辣之徒最后整个势力被男主灭亡一伙人去历练寻宝冒险必定会遇到一团伙的刁难这团伙核心要么是某宗某派某家族的少主要么就某山某寨某地方的大当家其刁难原因不是看中了队里的妹子就是为了一件物品如果冒险途中众人走散了男主必定会遇到队里某个美若天仙的冰山女子遭到反派的围困然后出手相救最后冰山女子芳心暗许和女性角色每到一个地方那地方的人都会盯着她看啊人世间怎么可能会这么美的女子她的脸蛋怎么怎么美五官怎么怎么美身材怎么怎么美双手怎么怎么美鼻毛怎么怎么美全大陆的男人审美都是一样的如果眼神能强奸人那么此女早已经被轮得体无完肤摇摇欲坠了参加某宗派学院的选拨比赛总是会和某天才后夺得第一然后被各大宗派学院抢夺天才总是会选排名第一的势力而男主肯定会选排名最末的势力然后这个宗派学院总是需要在不久后的一场比赛中得到前三名否则便会逐出排名然后把全部希望都寄予在男主身上为什么男主都会选排名最末的势力因为这在最后的宗派学院大比时才能体现男主的厉害看你资源比我好待遇比我好伙食比我好结果还是输给了我虽然是排名最末但好歹也是排行榜上的势力居然找不出除男主外的第二人来挽救这样的宗派学院还是早早逐出排名的好匹夫无罪怀璧其罪男主不可能一辈子待在学院以后还是一样会被逐出排名宗派学院里肯定会有好几个由弟子学员组成的势力其中一股势力必然全是由女人组成最后即使全派全院的势力都和男主为敌此势力也不会和男主作对要问为何因为是女人啊当然前期肯定会和男主有些冲突不过不用担心后面该势力里面肯定会有至少一个女子喜欢上男主而且该女子在宗派学院的排名里面一般都是前五的存在男主无论走到那只要是有点姿色的女人都会对男主产生仰慕哇天底下怎么会这样的人他的气质他的虎躯他的眼睛他的鼻毛都让我着迷然后两人很暧昧而且基本都是女的爱上男主主角一般都是被迫成立一个组织还美其名曰其实主角的性子并不喜欢拉帮结派巴拉巴拉巴拉的平时什么都不用管一般只有打架的时候才出来干点的事但即使是这样还要占着盟主宗主的位置做什么当家当个金牌打手就好了每晋升到一个新等级同等级和高一等级的敌人就突然多如狗而且即使死在主角手里的弟子堆积如山了反派也依然不屑派能碾压主角的人去击杀所以有时候蛮敬佩和心疼反派和其门下的众弟子最后被灭亡都是你们咎由自取去自由交易市场买东西逛了很久都没有喜欢的就在准备放弃的时候突然看到某个摊位一样外貌平凡的东西吸引着自己询问一番物品来历后准备购买时突然杀入一位纨绔子弟也要买然后去自由交易市场买东西在某摊位买了物品准备离开时突然灵魂体略带兴奋地说等等摊上那个平凡无奇的东西也买下来有大用然后主角看着平凡无奇的物品半信半疑的买了下来回到客栈房间后反正物品买的时候就是平凡无奇的样子后续大家想象吧无论对方修为比主角高多少经验历练比主角多多少只要眼里寒光一闪主角都能捕捉到而主角的寒光总能很好的隐藏住这样的反派死了也活该白修炼到这么高级了在野外遇到的冒险小团队基本都是不怀好意的都是对想利用男主实力的都是想最后黑吃黑的团队队长是女性或全是女性组成的的除外如果团里有男有女那么一般女的会仰慕男主然后队里肯定会有个爱慕女人的男修各种吃醋和讽刺男主但最后都是被男主打脸或给女人谩骂或驱逐然后心怀怨恨出卖他们最后被男主击杀如果全团都是女修那更好办了开头肯定是有几个丫头片子不信男主出言讽刺最后被男主展现出的王八之气给折服然后一片和谐去修炼圣地的时候要选一间房子洞穴蒲团先选的话肯定都是有人来找茬的后选的话肯定是因为有人霸占了自己好友的地方嗯当然也有自己去抢别人位置的然后自己出手抢夺然后大放异彩别人眼里会有忌惮敬畏的眼神很多老怪物都不是男主的对手男主即使不敌最后也会重伤而逃并且很多老怪物遇到男主智商都会变低被耍的团团转最后被自己蠢死一个修为阅历都如此丰富的前辈居然被一个后辈就耍得团团转甚至身死道消真不知道这些老怪物是怎么活这么久的也不知道他背后的势力是怎么靠一个没脑子的老祖延续下来的
睡觉睡觉前,不请自来玄幻宗门总分内外两门内门只管埋头修炼外门老做些招生种药安排资质不好的弟子就业之类的事务他们不用赚钱吗玄幻世界动不动几百成千岁死都死不了大概老龄化问题挺严重的用药总是年份越旧的越好往往都是百年龙须草万年人参果之类野生的周围有灵兽养护培育的总在某个大前辈的秘境里灵兽总是挨打大前辈总是陨落合着是杀人放火金腰带自力更生死得快呗玄幻世界里人人都修炼这大概就是刻进里的本能吧修仙的人都过了几千年了凡人还在使用牛车一切名词加以灵气元力之类的前缀就带内味了比如元力笔元力箭元力平板电脑灵气图灵气靴灵气以及灵车不是主角总能找到别人找不到的窍门靠近主角的人都挺惨的远离主角的人死的都快整合一下几条知友的留言顺便加几条各大长老修仙成百上千年依然时不时就大吃一惊看来心理年龄十分年轻有的写宗门收入主要由外门维持进项主要由收学费种田出售特产灵丹妙药为主特点是善宰狗大户然而内门子弟都是直接被师傅招生一分钱也不用花宗门是玄幻世界的中流砥柱可看为私营企业还有巨型宗门规模堪比国家机构当两个宗门遭遇矛盾时十有八九都要打一架一看就是技能点全加在打架上点不了政治与国际关系学修仙的人就没一个长得不好看的比什么整形美容靠谱多了谁都想练到巅峰但谁都没考虑过练到巅峰后干什么再吐槽一次主角他们肯定是全书最喜欢说不的人修炼功法都靠悟但作者都不会告诉读者是怎么悟的小声逼逼那些悟出来的人大概都飞升了悄悄告诉你修仙小说都是由凡人写的有槽点再正常不过
滑稽书云王,谢邀人在本国刚上计算机乎劣质喷神后知后觉不是来哔哔赖赖就是在胡说八道号滑稽狠人时不时飙出来一本正经胡说八道的阴阳人他娘的难得刷到对口味的题目让本滑稽说玄幻小说一直是主流写的人很多但真要说写的好也寥寥无几很多都犯了乱七八糟的错误比如什么很多玄幻是重生类的也就是魂穿但往往很多小说被混穿之人没死就直接混穿了第一章就被劝退了这是一毒点战力设定这往往是玄幻小说最重要的方面很多小说这方面就是越级如切菜而且是一级打一百级的那种看的无脑这是一毒点女主这是很多人关心的一个女主可以有但不建议多往往一写就成后宫这是一毒点这三点是玄幻小说中最常见的三个睿智情况不管各种巴拉巴拉多么精彩你触犯了其中一条那就可以按比例劝退读者当然劝退百万读者这种局面肯定不可能发生的然后诸如其他的什么大能越活越蠢啊只有主角是聪明的其它都的蠢逼还有什么修二代必定纨绔情敌眼神怨毒被打脸起杀心甚至什么在街上走路都必定会出来个新反派这确定不是在侮辱我们读者的智商啊还有一点是时间观动不动一千年过去一百年过去更夸张的是一万年过去吗码啦个巴巴的子这都是什么玩意不中一个只要不扑街就一定是神作最后如果要说最大的缺点我只能说没有最大缺点只有更大缺点
帝天宇,后期容易崩玄幻小说总是越写越大从凡人界到修仙界再到仙界然后到神界最后非要给你整个创世神出来随着境界的提升总会面临换地图重新开始的局面结果地图越来越大读起来越来越没有感觉但是你境界提升的慢读者又不爽所以这应该是所有玄幻小说的通病吧
许云封之,从玄幻小说这个整体出发立足于不同的方向有不同的缺点比如立足于市场方向玄幻小说比其他小说明显的受众面更窄雷同剧情的重复吸引力更弱行文结构代谢更快从作者方向玄幻小说可复制性更低创意要求更高剧情上前后扣会比其他类型更严重世界观战斗力更容易膨胀从读者方向玄幻小说设定通用率低世界观反复构建部分作者水平不够就硬凹写出来四不像就说是玄幻甚至成了部分作者的信条
xxx,我说一个我个人认为最大的缺点绝大部分的玄幻小说都写成了升级小说所有剧情都是为了推动主角升级一切剧情都是为主角升级铺垫这在玄幻小说里已经到了走火入魔的地步但偏偏是很多作者和读者都以此为荣认为主角越能升级小说越好看我之前还看过一本小说全文基本上没有第二个角色只有主角一个人打怪升级我实在不知道要看什么从我个人的角度主角和其他主角的交互角色与角色之间的交互才是小说的看点角色爱恨情仇喜怒哀乐才是小说的灵魂世界观等级应该是点缀才对
空中飞,女主的后期修为女主或者小伙伴的修为在第一次见面的时候一般比男主高但是后来男主机遇不断一路开挂她们就跟不上了作者为让她们继续在男主身边不成为累赘就给她们开更大的挂比主角还大的挂完全不合理的那种常见的有先人灌顶遇见垂死先人被传毕生功力一波追上主角然后主角吧啦吧啦感叹一番运气真好啊然后表示羡慕不已大能转世觉醒了前世的力量身为曾经的无敌大佬一身战力直接追平主角甚至还能略微超过拜师学艺身具某种特殊体质被大势力给长老女的收为门下弟子然后直接消失几百章节再出现的时候已经是天之骄女秘境历练世间罕有的绝境十死无生的那种嘴里喊着不能被主角落下然后瞒着主角进去出来就是一代传奇艰苦修炼这种最奇葩往往是那种没有什么特殊天赋的女主什么血脉啊体质啊背景啊都没有只有信念但是她努力只靠主角用剩下的机缘的残渣就能用短短几十年超越万年大佬然后包括主角在内的身边人一阵感叹挂都开到天上了还说没开
喵斯拉大王,当然是照着练修不成仙啊
张鸣,很好想不好写
