author,content
心理咨询师赵悦辰,办公室恋情是婚外情的重灾区突破边界的人只会损害亲密关系如果一个人有了伴侣甚至结了婚依然管不住自己还是会和异性产生点火花这会导致出轨的风险为什么呢因为如果没有界限感和亲密关系之外的异性频繁接触会造成心理学上的曝光效应也就是说我们总是偏爱熟悉的事物仅仅因为某一个刺激在我们面前呈现的次数足够多我们对该刺激越来越喜欢这就解释了人际交往中吸引力的秘密假如你对一个婚外的异性有好感那你如果频繁和他接触那很可能你会更加喜欢她也会让对方更喜欢你但是对于你的伴侣来说他她可能要面临被出轨的风险异性同事朝夕相处办公室恋情就见怪不怪了当年陈赫当年婚内出轨抛弃前妻许婧也是因为和张子萱合作医馆笑传如果两人本就对味在长期相处后那更是日久生情很多的出轨苗头并没有扼杀在萌芽阶段明知自己结婚了还是给了这么多心动的机会很久之前快乐大本营上朱亚文的表现成功圈粉在做游戏时有个环节朱亚文被要求拥抱吴昕而朱亚文果断拒绝了他说我还是抱何老师吧而当问到理由的时候他很坦然地说因为自己结婚了不能做出这样的举动也有记者问过朱亚文拍亲密戏时能接受的最大尺度是什么朱亚文回答老婆能接受就拍不能接受就不拍总而言之一个真正有责任和担当意识的人在和异性接触时肯定会主动地征求爱人的容易的他也会自然和异性保持好距离和界限这也是对彼此关系的重视和保护所以作为一个成年人和异性交往的界限感不仅能看出一个人对待感情的态度也决定了关系的幸福度与异性保持界限感关系中的分寸感如何习得在圆桌派的一期节目中蒋方舟说她不介意伴侣之前的男女关系但她介意的是伴侣在异性面前评论她甚至是谈到连她都没讲过的私密话题紧接着窦文涛说了一个更微妙的例子他说就是如果几个人提到一个梗伴侣和另一个异性不约而同嘴角上扬那这个人一定受不了其实这么小的时候也许很多人都没看到但对于另一半来说很可能就是如鲠在喉我的朋友曾经和我提过一个小故事她说她的闺蜜到她家做客老公直接绕过她给闺蜜夹菜了当晚闺蜜走后她就跟老公大吵一架而两人也就当天的互动开始了对谈她表达了自己不满和委屈那么我们又能做些什么让一些伤害从一开始就不发生关系中的分寸感如何习得我想下边三点是可以参考的首先要明白距离不等于疏远底线才是尊重朱丹的老公周一围和女助理共用一根吸管的动图曾经引起过热烈反响不少网友吐槽周一围没有界限感而除此之外还有早前的张雪迎和秦俊杰在剧组同喝一碗胡辣汤事件李湘老公副驾驶坐别的女人事件为什么大家反映如此强烈是因为他们都是有家室或者女友的人所以当他们与异性的行为超出大众的界限感时就会被关注极限挑战第三季中为了再现泰坦尼克号中的剧情黄渤和在水里林志玲趴在浮板上距离非常近在排演等待的时候有个很微妙的细节黄渤没有看而是很有礼貌地把眼睛瞥到一边这是给林志玲留脸面也是给自己留脸面黄渤一双有分寸的眼睛博得了大家好感所以和异性相处尤其是身体不可避免会接触时绅士手绅士眼类似保持距离的行为都可以体现一个人的分寸感多和情感成熟的人接触增加社会化程度我曾经有一个男性朋友大学期间担任班长是一个老好人性格在自己谈了女朋友之后还是会收到班级其他女生的求助比如帮忙取一个快递又或者帮忙修一下电脑啊而这个男生因为从小的成长里边没有任何人告诉怎么保持自己在关系里的界限感在他心中女生的求助自己都是要一点要去帮忙的这也导致她的女朋友非常不满很多人在人际交往中抹不下脸来拒绝别人的亲密所以就觉得帮个忙不是理所应当的吗其实并不是如果和异性不保持距离那伴侣放在哪里呢而这类人因为从没有人给我们一种分寸感的标尺所以需要多和情感成熟的人接触从周围人的交往习惯中习得分寸感你要利用自己的观察力去发现那些情感成熟的人从关系性质分出交往的深浅程度一期综艺节目上游戏环节陈伟霆要背起美女陈秀妍而他的手根本就没放在陈秀妍的大腿上还有在拍摄电视剧的时候有个剧情需要抱住女演员于是陈伟霆就直接攥着一个拳头谁也不能告诉你为什么谢娜碰到了何炅就是友情碰到了张杰就是爱情只有他们自己知道所以你对你自己的异性朋友到底是友情还是爱情只有你自己知道如果你不希望你的另一半陷入不必要的猜测中你就应该做好自己的本分我们可以根据交往的深浅程度把朋友分为好朋友朋友泛泛之交一面之交心理暴露程度则越高肢体距离越近则代表两人之间越亲密如果一起在办公桌吃饭和你才认识一天的异性同事聊天你把你的家人相处细节暴露出来显然显得太唐突因为关系还没有到可以自我暴露这么多的程度杜江在节目勇敢的世界中需要按照游戏规则要亲女嘉宾额头一下可是杜江愣是没有亲下去最终导致自己输了比赛这样的坚持无非是你帮她宣示主权无非是弱水三千你只取一瓢已婚或者恋爱期间都意味着身份的变更这种身份的变更唯一要求的是你能恪守本心靠近异性是本能保持距离是原则坚守原则应是每个人在婚姻里该有的底线也有人问过那些所谓的宠妻狂魔宠夫狂魔是不是伴侣都特别小气我想说如果你真爱一个人那在这个充满诱惑的社会对其他异性不近人情才是对伴侣的情有独钟而也只有尊重了别人的底线意识到对方也是个有独立个性的人关系才是健康的关系才有可能真正尊重对方以及赢得对方的尊重心理咨询师赵悦辰科班出身用专业心理学知识为你拆解婚姻情感
漏漏,每个人对暧昧的定义不一样你就想一下如果你和同事做的这些事情你老婆的同事对她做了或者你老婆对她同事这样做了你觉得是不是不合适就行了但是呢又有一些人还是双标自己做就可以老婆做不行这种人活该你老了做轮椅上看着你老伴儿跟其他老头跳舞不过估计你们也过不到老就分开了在这里奉劝各位已婚男不要觉得我跟同事只是普通关系没什么我行得正全是你在无理取闹胡思乱想你和其他人都是正常相处为什么就非得跟某一个人走那么近呢对脾气的人朝夕相对不刻意限制发展下去的结果是什么你不知道不要说你跟她只是正常同事关系这样的话换个人还是这样你媳妇结婚后都没有男性朋友了你还需要一个女性朋友有了孩子你和媳妇连朋友都做不了了需要找个其他的女性朋友同事之间的相处除了你自己说你媳妇大多是不会知道的如果你媳妇都特别在意那你先想想是不是工作之外和她的联系太多了我始终觉得男女之间不管到什么关系分开不是最坏的样子欺骗才是如果你真的还在乎这段感情那就尽量不要触碰彼此的底线对方不喜欢的事情就不要做又不是让你远离你爸妈只是稍微远离一下同事而已除了正常的工作相处尽量不要有私底下的接触这么简单都做不到就不要说自己没毛病了职场上的相处同事而已又不是领导没那么不得不退一万步来说就算是领导已经影响到夫妻关系了的话看看工作方式是否需要调整毕竟工作只是工作以上所有回答都是基于问题本身结论是不要和异性同事走的太近都结婚了你还不知道哪些行为属于暧昧没事儿多结几次就知道了
德伦,我觉得走近和走远并不能解决问题重点是要看你对同事的想法是什么你的内心是否能够坚定不越界如果仅仅是把他当成普通朋友或者是同事那请你保持和他距离不要做越界的事情但是如果你心目中有那么一丁点的邪念就算你跟她保持的再远也都没有用最重要的是克制自己内心界限感这是一个很多人都忽略的问题既然是同事最多你们也是普通朋友那你和异性同事都要停留在同事和普通朋友的界限之内不要过多掺和别人私事不要和同事有言语上的暧昧和身体的接触这是最起码的尊重当然偶尔开个玩笑还是可以的
纸船行五湖,当然认同暧昧行为代表着两人已经有越轨的想法那么我觉得以下几种行为就代表着对同事关系的越轨第一种行为是非工作原因独处工作伙伴难免有工作配合偶尔出现男女同事独处是正常的刻意推辞没有必要但是如果在工作之余还刻意地找机会独处可以说内心已经有制造深入交流的想法这是个危险信号第二种行为是非必要肢体接触工作时的握手突发性的保护措施比如突然滑倒时的搀扶等等个人觉得是正常的肢体接触除此之外即便是所谓鼓励性的拍背部拍肩膀也是超出了异性交流的界限更别说摸头发等身体其他部位了不是性骚扰就是两人心里有鬼第三种行为是赠送与众不同的礼物关系较好的同事外出难免带回一些伴手礼没有只送同性不送异性的道理理应一视同仁如果给某位异性同事赠送特殊的与众不同的礼物比如金额较大的单独购买的都可以视作特殊待遇与暧昧不无关系第四种行为是非工作时间频繁在线上互晒生活异性之间非工作内容的微信聊天是营造暧昧感觉的温床既然是已婚当时恋爱怎么谈的大家应该心知肚明恋爱不是靠聊工作聊出来的以上四种行为都属于暧昧行为沾一条就算
庞小庞,两个人一旦步入婚姻那也就是打上了有主的标签以后就不能再随意与异性走得太近了不然很容易让另一半心里不舒服从而也会影响两个人之间的感情本来人与人之间的聊天很正常没有结婚的人可以肆无忌惮的聊天没有什么顾虑但是已经结婚的人那就没有这么方便了毕竟有家庭了和异性聊天就得注意分寸最好不要和异性经常聊天走的太近引起不必要的纠纷当然跟异性朋友相处是可以但是也要把握住一个度频繁的和异性聊天接近异性不懂得避讳从最初的认识到最后背叛都是慢慢聊天聊出来的男女之间有真正纯洁的友谊真的是太少太少了很多人不会把握分寸异性之间聊天的次数多了难免会互相之间产生情愫对对方都会有一些好感的就算是结婚的人也是一样的异性之间交往其实最重要的是要把握好分寸掌握好一定的尺度这是体现一个人人品的时候和异性保持适当的距离不但是对婚姻的负责对另一半的忠诚更是一个好品质的表现如果你经常和一个异性聊天时间长了以后你就会感觉心里对他有一点不一样的感觉要是一天不聊天就感觉不舒服心里空荡荡的感觉失去了东西一样经常和一个人聊天会很快拉近两个人之间的关系让两个人的距离很亲密很容易让两个人产生好感有家庭的男女一不小心就会做出背叛家庭和婚姻所以无论是男人还是女人如果你已经结婚了就不能再跟异性朋友保持很近甚至很亲密的来往不然就会很容易让你的另一半误会而这样的话你们的婚姻也将很容易破灭所以一定要懂得保持距离这也是给另一半一份安全感是对婚姻最基本的负责任也才能让你们彼此更幸福长久
大猛,可能我是个老古董有些新时代的思想我接受不了我还是觉得与异性相处传统封建一些更好没有规矩不成方圆我媳妇不玩知乎我就讲讲我是如何和异性朋友同事知友相处的第一我有个对等原则就是我换位思考如果我媳妇和一个异性有这个尺度我能不能接受如果不能那么我也不能做第二我所有比较好的异性朋友甚至互动比较多的女知友也都是我媳妇的好朋友我喜欢让异性朋友走进我和我媳妇共同的世界可以一起交流一起成长同时我也是她老公或者男朋友的好哥们但凡她老公男朋友可能对我没好感我帮人相亲那么多年他们这点小心思瞒不过我第一眼我就知道我和他能不能处我会下意识远离这个异性毕竟人家才是两口子异性友情是要让位人家爱情和亲情的但是这种例子几乎没有因为更多时候都是我和这个异性朋友相处久了我和她老公我媳妇和她反而接触的更多为什么说成人的异性友情不容易因为你还得能拿下人家另一半才能建立深厚的友情第三我相信这句话你是什么样的人你就能吸引什么样的人和异性保持一个尺度她们也都知道我的性格和脾气更了解我的为人我去异性朋友家必要的礼节程序从来都不省虽然很烦但是我认为很重要做人要坦荡我有事找她任何时候都会告诉人家对象一下不瞒着男方也不瞒着我媳妇获得允许后再行动还有与再好的异性相处我永远都是穿着板板正正玩笑不会乱开粗话口头禅我也不说尊重自己也尊重她第四我也会保护好我自己君子不立危墙之下瓜田李下这些都是要注意的这些年帮人介绍对象又当树洞很会安慰人身边人都知道知友们更都清楚但是我告诉异性们我经常让我媳妇参与进来看我的留言甚至简单的让她帮回复让她放心我也是让异性女知友放心我没有任何不良之心当然还有潜台词我老婆也看咱们互相尊重说话都注意珍惜我们的友情杜绝了任何暧昧的可能性毕竟一切暧昧的都起源于语言第五异性同事有想法要第一时间扼杀掉异性同事之间特容易出婚外情我也遇到过几次试探但是她们不是我的对手或者说我不会做让自己和家人蒙羞的事只要你没有想占便宜的心就不要顾及一些异性的面子刚参加工作还没结婚但是已经领证了曾经有一个女同事知道我领证了和我单独大热天去外面公事跑的时候一人一瓶矿泉水她自己的矿泉水不开封直接拿我的水喝还试探的看了我一眼你大爷的强忍着火气让她喝自己的水那天我顶着大太阳户外工作一脸汗无论多渴被她喝的那瓶矿泉水里的水一口都没有再喝她也不是傻子都是聪明人一点就通眼神里有内疚结束了回城区了等和她分开了视线之外我把那半瓶矿水瓶扔进了垃圾桶抓紧去超市买了瓶新的从此她见了我就尊重多了这种例子还有一些但是只要自己心里没鬼都能解决掉我作为一个男人站在我们立场我实话实话女同事如果很漂亮很开放对一个男同事主动暧昧单独相处的机会下大多数男的真的是很难拒绝的所以还是那句话君子不立危墙之下异性之间不要搞暧昧小孩看对错成人看利弊我就问你一时冲动没忍住肉体或者精神出轨了下代价太大了我给你算算为了这一时的刺激你会失去什么好丈夫好爸爸形象肯定没了好儿子形象估计也悬了如果是公职人员政治生涯直接结束了满城风雨下你对的起提拔你的领导丢人啊这种事传的太快了绝对满足大家的八卦心理生命危险啊人家老公情绪如果不稳定是要杀人的换位思考下你能忍了和异性同事暧昧甚至深度交流这笔买卖妥妥的赔本啊而且抬头不见低头见以后你在你们单位你俩如何面对同事食堂打菜排队排到一起排你后面的那一堆同事会如何窃窃私语这画面你敢想象吗好了看到这回到现实你还没实施恭喜你还有得救悬崖勒马打消这个和异性暧昧的念头好好过日子别一天到晚找刺激有这功夫给孩子讲个故事给父母聊聊家常和兄弟们吹吹牛不香吗
Ming Lee,非常认同和已婚异性走太近只会惹一身骚没有别的好处给人家给自己都造成麻烦这不是最重要的最重要的是太不尊重自己的事业女生无论已婚未婚和已婚领导走太近就算对方没有因为暧昧关系给你什么利益别人看来你都是睡上去电视剧我的前半生小三凌玲和陈俊生乱搞其实唐晶知道凌玲的工作能力挺强但还是借着这层暧昧关系给她举报了对女生不好那对男性是不是友善呢并不是和上面同理不管和暧昧女下属有没有利益输送在别人看来就是黄泥巴掉裤裆里不是屎也是屎了比如全网讨论蒋凡他既然敢让阿里查他也许并没有明显的利益关系但是别人看来他就是用广大消费者的钱养小三同事会觉得我们苦哈哈的修福报你尽享齐人之福我是在洗白渣男和小三吗没有男人把自己的公司部门变成后宫就是糟践自己的事业女人在职场中随便岔开腿就是侮辱自己和别人的学识能力努力就是觉得学识能力努力都不重要自己是个女的最重要熟悉我的网友都知道我哈我是个豪放女但是我浪我去外面浪在职场中我珍惜我的羽翼尊重我自己的能力和努力业精于勤荒于嬉就这样
九月的贝加尔湖,这个是本分不需要认同日久生情这个东西还是很常见的不走太近是对家庭的负责也是对异性的负责所以我有时候也不太能理解很晚了已婚人士和异性同事发微信是怎么想的不是因为工作也不是因为有啥急事有点闲聊的意思当闺蜜处吗
大象生,这句话当然是认同的在工作中与异性同事保持合理的人际关系不止适用于已婚人士任何人都不应该逾越恰当的社交距离如果与异性同事走的太近不仅会伤害到伴侣的感情也会让整个关系环境变得不正常一社会交往理应注意距离尤其是已婚人士无论是什么关系亲密关系朋友关系同事关系等等都有其应有的人际距离如果在实际交往过程中超出了这个距离必然会导致正常关系的紊乱会影响到其他的关系与其他异性走的太近这里的太字是关键也就是说与这位异性的关系超出了同事关系的范畴越过了同事关系应该有的相处距离这就意味着两人朝亲密距离发展起码也是属于暧昧阶段如果作为已婚人士没能够与异性同事保持应有的距离走的太近就会涉嫌暧昧关系不仅会影响自身的婚姻关系也会对其他人际关系带来一系列的影响若是还珍惜自己的婚姻着实不应该和异性同事走的太近二如果在乎伴侣的感受请约束自己的行为有的时候这种与异性同事走的太近是一种客观上的表现可能在当事人心里还没有意识到也或许真的只是同事关系但无论两人是否真的进入情感上的暧昧关系如果在客观上造成走的太近状况那就需要我们避嫌而不是我行我素因为这种客观上的走的太近会给他人带来影响尤其是自己的伴侣伴侣显然不会接受自己的妻子或者丈夫与其他的异性同事走的太近即使能够给予足够的信任但带来周遭的影响也会伤害到伴侣自古有瓜田李下的说法其他人的看法你可以不理会但伴侣的感受却不能不在乎除非你并不珍惜自己的婚姻所以说已婚人士在于异性同事交往的时候一定要注意距离约束自己的行为做到避嫌这既是对自己的负责也是为他人的着想三警惕被动无辜心理在一些情况下与异性同事走的太近并形成暧昧关系的既定事实当他人或者另一半提出意见认为他她不应该与某位异性同事走的太近的时候当事人可能会为自己辩解是她主动的而不是我有意的这实际上是一种被动无辜的心理其本质还是要撇清责任关系认为在这段暧昧关系中责任在对方而自己是被动的是无辜的严格来说当意识到这段关系不正常的时候理应采取拒绝或者保持距离以使关系不发生变质可是就因为是对方主动像有了尚方宝剑明知是动机不纯依然来者不拒即使出了问题自己也是无辜的一方有时候不拒绝就意味着接受在明知道对方对你的心思是暧昧的依然接受与其来往往轻了说是不懂分寸往重了说就是一种不道德行为在一段不正当的暧昧关系中无论是主动还是被动没有人是无辜的总而言之作为一个成熟的成年人与人的交往理应具有界限感这就是我们常说的懂得分寸切忌为了自己的某些虚荣和贪心而沉浸在一种有保护的不正当关系中欢迎关注大象生专注解答情感两性婚姻家庭等问题希望您在评论区留下您的观点
秋阳,当一个男人背叛自己的婚姻时其实他最渴望的状态是一边是妻子一边是情人两者互不干扰让男人享受爱情的甜蜜和家庭的幸福如果可以那一定是大多数男人的幻想只是很多事情只要你做了便会有痕迹只要你踏上婚外恋的道路就没有办法做到万无一失迟早你妻子会发现并找到线索的当你遇到一个软弱的妻子恐怕只会哭个不停但是如果你遇到一个更坚强的妻子你就不会再有一个平静生活对于丈夫的背叛恐怕几乎没有女人可以毫无反应坐视不管一旦男人的背叛被妻子知道在正常情况下男人肯定会安抚妻子不管他在外面怎么玩他都不想后院着火当然他会先说几句好话哄老婆免得把家里搞得一团糟婚姻之外还有爱的男人最虚伪的莫过于下面几句情话你相信我我从来没有做过对不起你的事如果妻子没有抓到证据男人通常不会承认自己的背叛会奋力否认然后让你相信他并发誓告诉你他没有做任何对不起你的事如果你怀疑他说的话他甚至会假装生气因为你不信任他我和她只是普通朋友没什么关系即使你点名指出他和一个女人有不正常的关系只要你不当场发现男人通常不会承认而且会告诉你他们只是普通的朋友或者只是普通的同事反正关系很简单没有一点暧昧即使我做了对不起你的事我也最爱你如果你手头有证据男人是不会否认的事实上此事已经完全暴露这个时候男人会和你玩情感牌告诉你他只是一时冲动或者不知所措他对那个女人一点感情都没有他最爱你别担心我不会再联系她了当一个人的背叛安定下来他就没有办法摆脱它在这个时候他在承认自己的错误的同时会对你发誓他会改过自新恢复正常他决不会在婚外情下和那个女人有任何关系他一定会清理干净然后回来找你但是婚外有情的男人他这几句漂亮的情话只有蠢女人才能相信这些情话出自男人之口作为妻子大多数女人仍然会被她们感动不是因为女人都相信男人的话而是因为两个人之间有这么多年的感情女人不愿意接受男人的背叛她宁愿相信男人的话让她开心不得不说这只是一个背叛婚姻的男人所用的伎俩他只想安抚妻子重新赢得妻子的信任这样家庭才能稳定下来当然在稳定的同时他也有可能或有机会继续他的暧昧之外说到底这只是男人的甜言蜜语女人可以选择相信他但他的话是真是假还是真的能做到那就另当别论了现实中有太多人因为没有感情可以说而选择离开当我的感情消退时我该怎么办要想正确解决这个问题就必须走出困境首先要正确认识感情的发展变化其次要有一颗足够细腻的心不被情感弱化疑惧的情绪折磨更好地捕捉和化解各种看似不起眼实际而深远会弱化感情的矛盾无论是恋爱还是已经步入婚姻殿堂情感的变化轨迹大多遵循由深到浅由强到平的发展规律最终趋于稳定这可以说是一个不变的规律但却是一种正常现象互相信任找出婚姻的破绽整天偏执怀疑丈夫出轨的女人很容易引起男人的反感当对方否认时你总是怀疑对方这往往是对方的压力即使你强迫对方承认对维持婚姻没有任何好处当你发现你的丈夫对你漠不关心时你应该找出你婚姻中的问题只有找出你婚姻破裂的缺口我们才能及时弥补苍蝇不会咬无缝的蛋如果你的婚姻陷入困境即使你赶走一个小三也有成千上万的小三因此要想挽救婚姻首先要找出问题的根源用对症下药解决问题在丈夫的视觉和感官刺激下再次吸引丈夫的心婚后很多女人在丈夫身边发现性感漂亮的女孩会担心丈夫出轨性感漂亮的女人真的能吸引男人的目光但能吸引男人心的可能只是外表平平却内涵丰富的女人康纳曾经说过有魅力的女人比漂亮的女人更有魅力作为一个女人无论什么时候她都在不断提高自己的价值改变一种风格和气质让丈夫觉得新鲜这样她会更愿意和你相处再次吸引丈夫的心他还会对你漠不关心吗为你的婚姻增添一点情趣百年不变的相处方式公司和家庭的生活难免让人感到疲惫当你的婚姻生活失去激情时丈夫很容易被外面五彩缤纷的世界所吸引如果你想让你的感情不断升温你应该在婚姻生活中增加一点生活情趣下班后为丈夫准备惊喜为丈夫解除一天的工作烦恼和丈夫一起体验更多的生活乐趣当你的婚姻生活充满激情时有利于夫妻生活的和谐发展作为一个女人当你的丈夫对你漠不关心时不可能强迫他对你温暖关键是要掌握正确的方法找准感情之间的差距不断提高自己的价值给夫妻生活增添一点激情这样你的爱情才会更加幸福让爱褪色不要第三者也不要父母阻拦但我们不会管当感情淡漠时不妨停下来等对方放慢感情找到共同的生活方式彼此相处学会倾听和分享学会珍惜对方当局者迷旁观者清很多时候当我们深陷其中时不能客观地看待问题不确定的感情和情绪很容易使我们受到不必要的伤害如果能准确判断两个人的行为和状态就能有效避免一些问题希望你能收获爱情和甜蜜我是秋阳
