author,content
匿名用户,看到这个问题我很想回答一波国内某航校即将毕业写在前面的一句话如果学飞跟对人那你的学飞体验会好很多说说我自己我遇到的教员是情绪化略为严重的也就是其他人说的发动机狂躁症由于个人在飞行训练上的天赋不足所以一开始接触飞行吃了不少苦头从飞行训练的第二课开始座舱压力骤增面对突如其来的压力有些无所适从懵逼是常有的事再加上教员情绪化严重初期飞行经历很难受小时筛选检查员的评价是操作能力中下修正偏差意识薄弱飞行态度不端正然后要给我停飞经过检查员与教员协商我被教员保了筛选通过于是这个导火索就埋下了在听从家人的意见之后我买了点东西作为心意送给了教员教员没收我原本以为这件事就这么结束了没想到在日后的某一次组内活动中教员喝酒时一顺口就把这个事情说了出来然后组内师兄弟都知道我偷偷给教员送了东西在那一刻组内所有学生的目光都聚在了我身上一时间我感觉不知所措该怎么办也就是从那一刻起组内师兄弟看我的眼神就有些异样我感觉我这下在组内就再也抬不起头了这只是开始组内有个规矩老生给新生飞行训练中的科目资料老带新传帮带这个规矩无可厚非当然还有另外一个规矩那就是如果新生使用的资料出现了问题那么老生要被问责刚开始接触飞行训练时座舱压力比较大学习机动科目时出于紧张脑子会混乱原本记好的资料也飞不出效果一次两次情绪化爆了在一次飞行之后他恼火的问我我的资料找谁要的我说了名字事后他狠狠的把那个老生骂了一顿于是乎老生们不愿意给我讲东西因为害怕被牵连我也不想去问了因为换来的只有敷衍于是我想是考试标准我照着准备是没有问题的然后在一次飞行中又有了以下对话教你这准备的东西问的谁我我看准备的教你要是通过看书就能学会飞行那你来这真机干什么给老子滚下去过了差不多半个月教员在一次讲评中说虽然我们平时的科目训练与有出入但还是要以为标准因为考试员以为标准哦前面说到给教员送东西后面被他亲自揭发然后到组内同学对我带上了有色眼镜于是与教员在一次飞行中又有了如下对话教我看你平时都不带和组内学生接触的怎么了你是看不起别人觉得你自己飞的很好吗不要忘了当初你是被我保的我没有我不敢我飞的很差教我感觉你平时很牛逼啊为什么组内其他同学相处很自然到你这就不行了你是不是应该反思一下你自己是不是有什么问题是不是你自我感觉太良好了呵呵私照阶段座舱压力大对于飞行已经产生了恐惧焦虑失眠早醒睡梦中还能再现飞机中的情景发动机声音很吵我的耳机里都是他在咆哮的声音我突然惊醒一看手机凌晨三点早醒状态差不多持续了半年每天外面天没亮鸟一开始叫就再也睡不着寝室其他几人打呼噜睡眠安稳我翻来覆去睡不着就这样一直翻身两到三个小时闹钟响了终于不用受折磨了坐起来那一刻头真疼睡眠不好神经高度紧张整个人的状态昏昏沉沉的每天飞行都是情绪爆炸他一炸我就懵逼我一懵逼就脑子空白我脑子空白做不出科目就要被他情绪爆破于是就进入这样一个死循环反反复复周而复始私照放单飞费了老大劲才放出来后面一路转场科目飞过来检查考试顺利通过私照到手然后仪表开始了如同私照一样座舱压力仍然很严重情绪爆炸仍旧以往甚至比私照阶段更甚唯独没变的还是那句话你不要忘了当初是我保你的仪表阶段飞的科目难度自我感觉还算适中一开始理解起来有点转不过弯时间太久记不清了有一次飞行的时候不知道是什么原因情绪爆炸这次没有咆哮直接一巴掌过来我耳机直接飞了紧接着检查单就扇在了我脸上我当时就很懵逼不过历经私照这么久的情绪爆破我愣了几秒就缓过了神继续操作飞机他把检查单扔在一旁玩起了手机谁也没有说话再后面每天飞记时间看着增加的小时数我心里越来越焦急想着赶紧飞完进商照脱离他的控制心理上实在有点撑不住了在仪表检查当天开讲评当着组内所有同学的面发起以下对话教你今天要检查了你觉得自己能过吗我可以教你哪来的信心我教我都不抱希望你能通过你今天检查必挂到时候赶紧通知我给你申请补充不要浪费我的时间我好下午检查通过模拟机单独叫我过去教去把考试报名的东西准备好今天去报名我知道了教没想到你检查能过不过你考试可能要挂噢提前做好心理准备我知道了考试报名接到通知考试通过以下我我考试通过了教那就好哈哈进入商照我原本以为那句话不再会被提及然而是我想太多直到某次带飞教你竟然能一路飞到商照有点出乎我意料我谢谢师父栽培教哈哈别忘了当初是我保的你我我是永远都不会忘记的再后来飞完机组进了双发就很少再接触了双发如我所愿飞的很快后来在那个地方也没有待多久就脱离了于是就告一段落后来飞高教去了不同的地方就再没见面了现在回想起来这段学飞的经历讲真五味杂陈是确实如果没有他保我我没有现在的今天可是换句话说他保我的这个事实我也没有否认从私照仪表甚至商照一直把这个事情挂在嘴边我猜不透他是什么意思曾有同学安慰我人成年之后没有谁会去回想并嘲笑当初不会走路的自己可能他说的对也可能不对可我作为这段经历的亲身体验者我只看出来一个道理成见是一座大山无论你做的好或者不好你都有错你都不对你都理亏这段飞行经历对我而言既是阴影又是财富阴影是因为我永远也不会忘记这段难熬的日子财富是因为我看到了人会因为成见而做出什么行为表现出什么样子所以教员恐怖吗你说他恐怖他不恐怖你说他不恐怖他让你很难受恐不恐怖取决于你遇见一个什么样的人而你会遇到什么样的人取决于你的运气就这样
AirVenture,原来比较多现在的年轻教员基本都比较温柔了比如我起码不太可能再出现辱骂甚至是动手的情况了第一学生一投诉分分钟被处理现在飞行学员为主的后后年轻人自我意识很强了遇到这种事真的可能跟你翻脸死磕第二学过教学法的都知道辱骂甚至殴打对飞行教学没有任何意义反而会让很多本来能飞出来的学生飞不出来飞出来的学生也可能因此造成潜在的心理风险和技术风险比如不合理的驾驶舱梯度为了不挨骂而创造的蒙混过关的方法有些个别教员确实经验丰富技术高超但是论教书育人为人师表还是比较差劲的飞行教员不只是飞行员更是教师会飞不意味着会教当老师要凭良心凭善心凭一颗传道授业解惑的信念真的但是前提是你也要认真和善不意味着不严格不会用脏话辱骂你但不意味着不会言辞激烈的批评你而且你要是太过分整天吊儿郎当不学无术的话还是有很多手段收拾你的
命中注定737,咳咳对于教员这个话题太有感悟了在法国的时候航校有一个特色就是一般不会让你一直跟一个教员总会给你突然调一下组调一下教员早中晚的班都给你安排上总之就是尽可能的不让你习惯一种模式得益于这个安排我在单发阶段就经历了个教员而且这些教员基本上性格还有教学都不相同而且可以说教员的教学方式还有性格真的可以左右你学习的进度老的教员一般态度都会很和蔼当你是孩子一样但就因为这份和蔼他会很细心的把大块的知识点给你撕的很零碎更多的会导致你学的进度变慢而年轻的教员一般脾气都很爆炸让我印象深刻的两个教员一个特技全法冠军外号小恶魔采取的当时是击溃内心防线法通过不停的强调你的错误来让你逐渐丢失情景意识以至于到后面的感受就是我是谁我在哪儿我在干嘛我曾经和他飞过一次转场因为刚改机型没有适应速度短距离的转场还没准备好就快到下降点了就被他怼到找不到目标机场了明明机场就在左手边飞个起落程序到了二边就不知道自己啥时候转了还有和他飞特技的时候本以为特技只是体验而且体验的也挺爽没想到最后五边还是按照平时考试的标准刚做爽完手上一点儿准都没有被小恶魔以每分钟次的速度念一直念叨到落地但是就是因为他的絮叨嘲讽我一直到最后高性能降落前准备以及开发动机前以及开车之后的动作除以外的东西都是按照他教的准备上面的小恶魔还算是比较淡定的另一个是我既爱又恨的一个教员他可能就是你提到的那类教员怒拍仪表盘他会在你不经意间开始大吼大叫尤其是在单发后面临考试的时候会经常练非正常情况比如发动机失效具体英文名字忘了着陆发动机喘振接发动机失效着陆发动机起火接发动机失效着陆就这几个项目因为他的怒拍仪表盘我在一段时间里就开始厌飞了而且练了几十小时的着陆也不会了每次都是奔着要么拍机头要么擦机尾去的但也是因为跟他后面开始给我加时把我一直以来的坏习惯都给拍没了一直到最后高性能用的都是他教的着陆方法还有着陆准备甚至包括的准备都是按照他给的小技巧也许你能看出来和蔼的教员往往因材施教但是就因为他会保护你你接受的速度会在一定程度上有所下降他总会害怕一次教你太多你不能消化也怕你这样的年轻人回到宿舍不会去学习而且对于法国教员来说中国学员就是宁可自己学习也不会去主动问他们的代表所以他会尽可能的慢慢的给你讲但每次讲评时间有限那么你接受到的知识就有限而年轻教员不会他们会认为年龄差距不大所以他们当初怎么记住的你应该也可以记住往往是对你进行知识上的暴力输出只要你事后自己思考就能学会但那是事后事中的时候就苟一苟吧
左舷,我来说句公道话我在加拿大所经历的教员都没有这么恐怖都不错可是不错的代价是他们坑钱你飞得不好是吧听到没发现区别了吗他们的友善是假象本质上是你初学不熟练甚至有小毛病和错误习惯他们不想指出来等你错误习惯和毛病形成惯性了然后再指出来说你这不行那不好不安全不达标我们再一班吧再练一班然后你就陪他练了无数班花了无数钱你不花钱的情况也有但你就被停了发现了吗为什么你们的教员都那么坏那么是因为你们是整体化课程的学员你们有小时数限制你们在规定小时数里达不到相应阶段的水准就停飞了再见了这辈子和中国民航无缘了学飞最开始大家都会有小毛病这些小毛病不及时改到以后会发展成很大的问题要让你们又不超小时数又要学好那只能在每次你出现小毛病的时候都指出来引起你的注意然后你才能及时地下意识地把毛病改掉学车的教练和飞行教员一样也是一个道理毕竟学车理论上送你考试之前小时数也都是有限的你考挂了的话不也得自己再花钱补班次多练举个反例中国民航批准的境外部航校有个叫的年间南航送来的每批学员都停飞有左右其中一批来了人停了个为什么因为他们看出来了你们停飞没关系只要我小时数坑到了就可以反正一批的人停的差不多后你们还会再送一批来随后南航就和他们终止了合作看到不同教员航校的区别了吧我是自费学员我也有小毛病我的教员就是眼睁睁看着小毛病发展出来后借此坑我小时数我现在飞得很好但就是比他们多花了冤枉钱所以知足吧我都想跟那么负责任的教员去飞想给你省小时数省钱的教员都是的没有一个不的没事谁愿意凭空发那么大火互相理解祝大家起降无险
我要飞,恐惧感更多是来源于自己的刚下分院那会内心有的是期待跟恐惧期待的自己准备了两年多终于能摸到真飞机了害怕的是自己即将面临小时筛选的关卡后来分了师父听师兄说师父严格但是不轻易停飞内心稍稍宽慰了一些内心觉着自己挺能忍的所以就想着坚持就好了第一次压坐怕自己晕准备了个塑料袋在后面看师兄战战兢兢感觉师父还是挺暴躁的一直在给师兄压力飞了个特殊起落又去空域科目两个半小时刚开始很兴奋后来有点头晕落地以后忍不住了悄悄吐了怕师父知道觉着我不适合学飞第一次飞师父还算比较温和给我讲飞行三态互换让我学着操纵下来以后感觉还不错于是努力准备总结第二次到筛选前是我以为的人生最难受的日子师父很严格会给你压力其实本来心理压力就挺大的所以感觉那段时间要崩溃了那会夜里睡不着想停飞想普普通通的但是想着如果主动放弃自己学两年半的意义在哪里那会写的权当笑话了忘了在哪看到的一句话了人的一切痛苦本质上都是对自己的无能的愤怒害怕是为什么因为自己不知道会面对什么心里没有把握心虚筛选前最后一次是生日那天也没想着过生日飞的很烂师父给了我一个后进听几个师兄说他们也是稍微宽慰了一些但是我一批的搭档都是俩合格感觉还是慌的一批一个人去交单子走廊里黑黑的晚上我爸妈突然给我发视频他们做了蒸蛋糕视频给我唱生日快乐眼泪再也绷不住了哭的一塌糊涂后来不知怎么筛选过了到后来放单检查考试都是父母她还有师兄弟们陪我度过每每被师父骂了心理难受的时候就听师兄们讲这算啥啊然后给我讲个他更惨的例子然后就苦中作乐过去了后来慢慢地日子一天天过去我也成了师兄我也给师弟讲我那会怎样怎样师兄弟是一辈子的后来跟师父飞跟师父吃饭也聊了许多才知道他骂了我们以后下来挺内疚的他们也就比我们大个几岁不可能做到完美后来师弟们飞他也在揣摩如何教学的效果最好换位思考别怕尊重的基础上把师父作为朋友相处慢慢你会觉得师父其实也是普通人不要紧张或者说接受紧张的状态外部的压力够大了我们就不要自己为难自己了最后祝每个努力学飞的兄弟都能飞出来大家心里有什么困扰随时联系我就好
袁书颖Zoe,是真的叭现在都航校的了好多辣我有个好朋友他以前因为跟教员顶嘴辣然后被教员用书扇了一耳光耳出血停飞辣然后还有个朋友教员平时带对他如同父亲但是一飞起来就像换了个人我记得我还跟他一起和他教员出去钓过鱼你根本看不出来多恐怖我那个朋友有一次飞偷偷录了教员骂他搭组的人被骂的视频可以说你能想到的没有想到的骂人的都能听到中飞院的基本都体会过叭然后部队军转民的一些航司教员也是很恐怖我刚飞的时候很心疼那些刚进驾驶舱的小飞每次我听到他们被骂我都找机会进驾驶舱打岔送送水果希望不要再骂了都是刚工作何必呢我真的不能理解但是你会发现他们其实关系后来还挺好的无解每次飞行我看到要是有什么航线检查或者考试我都会尽量把那些教员哄好时不时进进驾驶舱希望可怜的小飞能不要那么紧张教员心情也好点还有一次因为副驾驶落地没有落好教员让副驾驶从候机楼回去不要跟着机组一起回去了那个副驾驶也是个有脾气的人拎着箱子就走了我自己以前也遇到过我对手册吃的很透一次备降其他机场已经快接地了打电话叫我加水我直接说我知道了然后滑行的时候我打了电话希望他广播一下让旅客知道我们什么情况直接电话里爆了说你是乘务长吗你知道滑行干扰我们通讯多严重吗我当时就懵了我说那你快落地还叫我加水他落地就给公司打电话想把我换下但是没有换成功哈哈哈
thamb,有人觉得我很好飞有人说见到我比见他爹害怕当然后者这么多年只有碰到一个我在飞机上最生气的语言就是你有诗人气质做飞行员浪费了原因是当时他设置目的地机场高度是猜的最生气的做法就是把给出去的起落又默默收回来气得发了一条朋友圈
匿名用户,打你为了教育你骂你为你好有些教员仅仅是因为自身脾性和发动机螺旋桨综合症满足的是个人生理和心理上不受控的需要并不是出于教学效果需要或者说教学需要仅仅是其中一小部分连他们的教学法里都说了打骂不利于教学效率还要你们学员给你们师父洗什么洗是不是受虐受多了跪着站不起来了首先学员的行为不当的确需要严厉的批评和适度惩戒这是绝对应该的但如果教员动辄无理由人身精神攻击乃至动手你是把技能学到了不假但是你的自信心和健全的人格你对于飞行的兴趣和乐趣你对职业的向往对行业的热情全部毁的干干净净你甚至会后悔会讨厌为什么选择飞行员这一行这样的你如果不慎做了教员你的学员真的很惨要知道有许多教员仅仅是普通人也并不是多么的热爱民航事业没有那么强大的螺丝钉精神就是为了挣钱养家罢了不然你问问你自己和你的同学有几个是真心热爱飞行的有当然有不过太少了吧他们热爱飞机上那种绝对权威的感觉热爱学员对自己毕恭毕敬的孙子样很爽这是人的劣根性导致的别把他们的行为想的那么高尚他们不配就连部队出来的很多战斗机出身的教员也不必仰望太高民航圈部队出身不算少既有英雄机长那样的牛逼人物也有特别多的品性不端作风不正的教员和飞行员民航圈上行下效的恶劣风气他们也是做出贡献的军人二字的确值得钦佩值得尊敬但是脱了军装那就是普通人我曾经无比的崇敬他们后来我发现我真是想多了其次你学的好不好和教员是没关系的只要别出事但是你学的不好会让他没面子这就特别重要说穿了就是为了他们自己的那点事儿别感激涕零到连打骂你的理由都给找了一大堆没人感激毕业了师父压根不记得你我是学员刚经历过最艰难的私照阶段我的教员不那么的严重打骂我但他也让我感受到了前所未有的压迫感和致郁感一度让我下了飞机蹲着起不来但这种方式下学到多少还真是全靠自己有些时候他换种方式我也许会飞的更好但人人不可能都哄着你都按着你的意思来我懂的所以我不怪他但是如果还让我去感谢他的辱骂和打压我呸做不到我飞的好纯属是我自身努力努力坚持和抑郁没那么严重还死不了的原因和那群教员有个鸡毛关系他们仅仅是工作罢了就算有一点点传道授业的感恩那么也和那么多天的战战兢兢抵消了说我白眼狼也好负恩凉薄也好反正我跪不下去也不想与之为伍我所在的国内航校的大部分的教员从不会对学员人身攻击批评是批评惩戒是惩戒但是你就是会很服气让你觉得真的为你好但是很不幸我的教员并不是那一类他肯定不是教学水平最好的不过不打骂学员的教员反而资历高能力强所以更坚定了我认为受到教员的打骂并不是学飞中必须经历的事情而且就算人人都经历的也不一定是正确的再多说一句毕业了飞行教员只是我人生中和驾校教练健身教练游泳教练差不多的过客我也不过是他几十年职业生涯的一年中的几分之一罢了不会在意
chen,在澳洲学的没有这种事我遇到的教员大多都很负责当然飞的不好也会被骂通常套路第二遍提醒之后就开始然后教员接手默默把飞机配平好松掉杆说飞机自己飞得比你都好也有冷暴力的教员看你飞不好就不说话了驾驶舱了温度低到冰点不知道怎么把课飞下去了和教员搞好关系让他看到你积极的态度和关心自己的飞行比如在教员来之前把天气查了飞机飞行前准备都做好了教员会比较满意不懂的大胆问多多交流存在的问题当看到驾驶仓外的景色时就会觉得什么苦都值得
RAY HUANG,作为学飞生涯的我来说我总结了一些经验遇到对我温柔耐心的教员我内心长得帅真的会有优待感谢妈妈生下帅气的我遇到对我残暴爆粗的教员我内心老子飞得没啥问题啊一定是他嫉妒我长得帅就是那样的所以到了后来我已经不关心教员对我的态度了我只关心我飞得怎样学到了什么以及我今天是否又变帅了
